date,value
2010-01-04,14.003144264221191
2010-01-05,13.980660438537598
2010-01-06,13.93851089477539
2010-01-07,13.828917503356934
2010-01-08,14.036869049072266
2010-01-11,13.99471378326416
2010-01-12,13.505741119384766
2010-01-13,13.663115501403809
2010-01-14,13.637821197509766
2010-01-15,13.193812370300293
2010-01-19,13.345563888549805
2010-01-20,13.345563888549805
2010-01-21,13.261259078979492
2010-01-22,12.637395858764648
2010-01-25,12.811627388000488
2010-01-26,12.696415901184082
2010-01-27,12.873453140258789
2010-01-28,12.494075775146484
2010-01-29,12.078170776367188
2010-02-01,12.488454818725586
2010-02-02,12.61772632598877
2010-02-03,12.614914894104004
2010-02-04,12.06973934173584
2010-02-05,12.345139503479004
2010-02-08,12.294557571411133
2010-02-09,12.440686225891113
2010-02-10,12.516560554504395
2010-02-11,12.775093078613281
2010-02-12,12.890313148498535
2010-02-16,13.171332359313965
2010-02-17,13.1600923538208
2010-02-18,13.205055236816406
2010-02-19,13.241584777832031
2010-02-22,13.216294288635254
2010-02-23,12.876260757446289
2010-02-24,13.117937088012695
2010-02-25,13.064545631408691
2010-02-26,13.042061805725098
2010-03-01,13.35118579864502
2010-03-02,13.35118579864502
2010-03-03,13.286548614501953
2010-03-04,13.275310516357422
2010-03-05,13.42424488067627
2010-03-08,13.418631553649902
2010-03-09,13.382096290588379
2010-03-10,13.64344310760498
2010-03-11,13.556325912475586
2010-03-12,13.531038284301758
2010-03-15,13.384910583496094
2010-03-16,13.755849838256836
2010-03-17,13.977859497070312
2010-03-18,13.84858226776123
2010-03-19,13.657491683959961
2010-03-22,13.92727279663086
2010-03-23,14.208287239074707
2010-03-24,13.87387466430664
2010-03-25,13.865442276000977
2010-03-26,13.812056541442871
2010-03-29,13.901982307434082
2010-03-30,13.986286163330078
2010-03-31,13.887929916381836
2010-04-01,13.882306098937988
2010-04-05,14.281356811523438
2010-04-06,14.191428184509277
2010-04-07,14.244821548461914
2010-04-08,14.050918579101562
2010-04-09,14.20548152923584
2010-04-12,14.326314926147461
2010-04-13,14.46120834350586
2010-04-14,15.048535346984863
2010-04-15,15.113171577453613
2010-04-16,14.893972396850586
2010-04-19,14.761892318725586
2010-04-20,14.95579719543457
2010-04-21,14.761892318725586
2010-04-22,14.96703815460205
2010-04-23,14.975469589233398
2010-04-26,15.0429105758667
2010-04-27,14.55675220489502
2010-04-28,14.6270112991333
2010-04-29,14.812479019165039
2010-04-30,14.1689453125
2010-05-03,14.464011192321777
2010-05-04,13.910408020019531
2010-05-05,13.769901275634766
2010-05-06,13.269689559936523
2010-05-07,13.101078033447266
2010-05-10,13.783946990966797
2010-05-11,13.705267906188965
2010-05-12,14.081830024719238
2010-05-13,13.747422218322754
2010-05-14,13.331510543823242
2010-05-17,13.50293254852295
2010-05-18,13.131987571716309
2010-05-19,13.210672378540039
2010-05-20,12.817251205444336
2010-05-21,13.011149406433105
2010-05-24,12.817251205444336
2010-05-25,12.856587409973145
2010-05-26,12.879072189331055
2010-05-27,13.457969665527344
2010-05-28,13.241584777832031
2010-06-01,12.960566520690918
2010-06-02,13.379287719726562
2010-06-03,13.539463996887207
2010-06-04,12.935271263122559
2010-06-07,12.460356712341309
2010-06-08,12.457548141479492
2010-06-09,12.314227104187012
2010-06-10,12.749800682067871
2010-06-11,12.93246841430664
2010-06-14,12.963376998901367
2010-06-15,13.609722137451172
2010-06-16,13.66030502319336
2010-06-17,13.677165031433105
2010-06-18,13.646255493164062
2010-06-21,13.543227195739746
2010-06-22,13.277897834777832
2010-06-23,13.331523895263672
2010-06-24,12.978691101074219
2010-06-25,13.015381813049316
2010-06-28,13.105712890625
2010-06-29,12.549639701843262
2010-06-30,12.337936401367188
2010-07-01,12.315359115600586
2010-07-02,12.25044059753418
2010-07-06,12.216567993164062
