date,price,log_trend_5y_window,price_straight_line,dev_pct_vs_log_trend,dev_sigma_vs_log_trend,support_q10,resistance_q90,support_q02,resistance_q98,dev_pct_vs_center,dev_pct_vs_support_q10,dev_pct_vs_resistance_q90
2021-06-23,125.35627746582033,95.14105674750788,73.28808737438816,0.3175834045915608,1.279502700216795,73.54145613644323,132.0548683287926,65.79905881750344,138.37801268183264,0.31758340459156087,0.7045661597078499,-0.050725815320143974
2021-06-24,126.16958618164062,95.19300484831288,73.39195542552173,0.3254081682019387,1.3069724530802471,73.58161060925787,132.12697179123302,65.83498585318264,138.45356865312135,0.3254081682019385,0.7146891069243089,-0.045088338352333945
2021-06-25,125.88511657714844,95.24498131337278,73.4958234766553,0.3216981602732873,1.2939683090385734,73.62178700687213,132.19911462298543,65.87093250543266,138.5291658788312,0.32169816027328735,0.7098894457071228,-0.047761273317477926
2021-06-28,125.71115112304688,95.40108104899558,73.80742763005604,0.3177120189915334,1.279955533483378,73.74244786825693,132.41577954913328,65.97889026874509,138.7562053078021,0.31771201899153345,0.7047325489877088,-0.050633153004235654
2021-06-29,124.91714477539062,95.45317112603132,73.91129568118961,0.3086746443494961,1.248028146852186,73.78271208484678,132.48808007321142,66.01491549444528,138.83196777657287,0.3086746443494961,0.6930408390483338,-0.05714427511997444
2021-06-30,124.22077941894533,95.5052896448425,74.01516373232319,0.3006691030506028,1.2195613367049656,73.82299828615754,132.5604200741993,66.05096039032908,138.9077716125146,0.3006691030506028,0.6826840185687475,-0.06291199628505961
2021-07-01,125.26407623291016,95.55743662095878,74.11903178345676,0.3108773180028541,1.2558300629821777,73.86330648419323,132.63279957365194,66.08702496713671,138.98361683821446,0.3108773180028541,0.6958904521789409,-0.05555732341041231
2021-07-02,127.59403228759766,95.60961206991796,74.22289983459035,0.3345314296881565,1.3387966964081377,73.90363669096415,132.70521859313564,66.12310923561404,139.0595034762714,0.33453142968815675,0.7264919292286733,-0.03851533767642179
2021-07-06,128.63682556152344,95.81859890524215,74.63837203912465,0.3425037208980293,1.3664284469762382,74.06517784583987,132.99529030312758,66.26764344134685,139.36346460448942,0.3425037208980293,0.7368057338533587,-0.03277157207349346
2021-07-07,128.94064331054688,95.87091695178364,74.74224009025824,0.3449401279367652,1.374840240445634,74.10561827667391,133.06790724667897,66.30382632956866,139.43955864375388,0.3449401279367652,0.7399577293741206,-0.031016223381953756
2021-07-08,128.0480499267578,95.92326356457464,74.84610814139181,0.3349008902366741,1.3400808802308366,74.14608078844395,133.14056383990896,66.3400289740597,139.51569423123078,0.33490089023667413,0.7269699027263321,-0.038249153873754826
2021-07-09,128.4420623779297,95.97563875921244,74.94997619252538,0.3382777550475107,1.3518018611228717,74.18656539320628,133.2132601044664,66.37625138560698,139.59187138960561,0.3382777550475107,0.7313385745405045,-0.03581623723340388
2021-07-12,129.4229278564453,96.1329359903101,75.26158034592612,0.3462912218710425,1.3794983809390875,74.30815188611074,133.43158714277342,66.48503733054653,139.8206525171625,0.34629122187104255,0.7417056483225002,-0.030042805996445154
2021-07-13,129.84967041015625,96.18542566848087,75.3654483970597,0.349993198114076,1.3922377005519644,74.34872498353865,133.50444230936944,66.52133891830833,139.8969961862354,0.34999319811407625,0.7464949188961334,-0.027375657588561753
2021-07-14,130.92813110351562,96.237944006614,75.46931644819327,0.360462678779978,1.4280772872562149,74.38932023434006,133.57733725571657,66.55766032715069,139.97338153982153,0.36046267877997806,0.7600393536473771,-0.019832751622600342
2021-07-15,130.11927795410156,96.2904910203579,75.57318449932684,0.3513201207644845,1.396795431854496,74.42993765061077,133.6502720035346,66.59400156789594,140.0498086006807,0.3513201207644845,0.7482115672984688,-0.02641965479381636
2021-07-16,130.6932373046875,96.34306672536992,75.67705255046042,0.3565401408410034,1.414681896066298,74.47057724445347,133.72324657455584,66.63036265137264,140.12627739158572,0.3565401408410034,0.7549647409832783,-0.022658807256664915
2021-07-19,128.12437438964844,96.50096614471506,75.98865670386115,0.3277004314911229,1.3149890051078246,74.59262921253868,133.94240944433722,66.73956506656457,140.35593437248917,0.32770043149112293,0.7176546227453706,-0.043436840346720795
2021-07-20,129.95571899414062,96.55365677154272,76.09252475499473,0.3459430055728607,1.378298289629093,74.63335763782759,134.01554352572916,66.7760056293698,140.432570311553,0.34594300557286095,0.7412551586486997,-0.03029368403680055
2021-07-21,131.44161987304688,96.60637616805282,76.1963928061283,0.3605894878449429,1.4285096930139491,74.67410830130062,134.0887175391626,66.81246608913743,140.50924809471252,0.36058948784494294,0.7602034073536774,-0.01974138998937469
2021-07-22,132.16326904296875,96.65912434995396,76.30026085726188,0.3673129146553426,1.4513783556794246,74.71488121510012,134.16193150644094,66.84894645673141,140.58596774481512,0.36731291465534266,0.7689015480393766,-0.01489738885710834
2021-07-23,136.61155700683594,96.7119013329634,76.40412890839546,0.4125620024417109,1.6024214830915662,74.7556763913751,134.23518544937954,66.88544674302173,140.66272928472077,0.41256200244171093,0.8274405851352502,0.017703045215015756
2021-07-26,138.42404174804688,96.87040524594104,76.71573306179619,0.4289611093977226,1.655970544485709,74.87819561664118,134.4551873504874,66.99506722285831,140.8932654720405,0.4289611093977226,0.8486562157125894,0.02951804594354379
2021-07-27,135.60093688964844,96.92329759072646,76.81960111292976,0.3990541001013425,1.5578442336961684,74.91907996443977,134.52860141445746,67.03164729275146,140.97019480000574,0.39905410010134257,0.8099653246410823,0.0079710594172262
2021-07-28,135.18954467773438,96.97621881533466,76.92346916406335,0.3940484206253369,1.5412156729557118,74.959986635558,134.60205556334273,67.06824733577947,141.0471661322604,0.39404842062533696,0.8034894447754064,0.004364637017858719
2021-07-29,135.34718322753906,97.02916893553436,77.02733721519692,0.3949123208245035,1.544089755404474,75.00091564218465,134.67554981903007,67.10486736284791,141.12417949173928,0.39491232082450356,0.8046070780422891,0.004987047830222302
2021-07-30,134.03919982910156,97.08214796710296,77.1312052663305,0.3806781435709663,1.4965059878025482,75.04186699651522,134.74908420341833,67.14150738486835,141.2012349013899,0.3806781435709663,0.7861922310025422,-0.005268194426057304
2021-08-02,134.80101013183594,97.24125868792402,77.44280941973122,0.3862532422009497,1.515201302869,75.16485526778442,134.9699283479551,67.25154752984577,141.43265366103248,0.3862532422009497,0.7934047721051292,-0.0012515248262092715
2021-08-03,135.0889434814453,97.2943535229134,77.54667747086481,0.3884561497151122,1.522567729826904,75.20589613501807,135.0436234663735,67.28826764090826,141.50987750109343,0.38845614971511244,0.7962546877829695,0.0003355953721362326
2021-08-04,134.83966064453125,97.34747734828754,77.65054552199838,0.385137697632421,1.511466504227344,75.24695941103276,135.11735882316611,67.32500780156971,141.5871435062508,0.385137697632421,0.7919615848924384,-0.00205523687743403
2021-08-05,135.74319458007812,97.4006301798756,77.75441357313196,0.3936582784874494,1.5399171374794642,75.28804510806401,135.19113444030364,67.3617680227775,141.66445169952732,0.39365827848744916,0.8029847153720138,0.004083552831034565
2021-08-06,135.83834838867188,97.45381203351512,77.85828162426553,0.3938741394944716,1.540635646638262,75.32915323835381,135.26495033976843,67.39854831548475,141.7418021039579,0.3938741394944716,0.8032639761508673,0.0042390733701755945
2021-08-09,136.79591369628906,97.61353188525,78.16988577766627,0.4014031769396486,1.565627222552319,75.45261235129652,135.48663995213334,67.50900973222637,141.97410681471558,0.4014031769396489,0.8130043405175549,0.00966348965933661
