month,gold,gold_month_end,m2,cpi,real_gold,fair_money,fair_time,z_full_money,z_full_real,z_full_time,z_rt_money,z_rt_real,z_rt_time,pct_rt_ratio,pct_rt_mcap,pct_rt_money,pct_rt_real,pct_rt_time,fwd_3y,fwd_5y,fwd_10y
1977-04,149.165789,147.25,1199.6,60.0,830.236895,162.76647,170.369827,-0.224293,-0.682322,-0.316598,,,,,,,,,0.513754,0.186215,0.113821
1977-05,146.604545,142.95,1209.0,60.3,811.921744,163.867696,171.101877,-0.286145,-0.72572,-0.368066,,,,,,,,,0.518989,0.178888,0.1212
1977-06,140.7775,143.0,1217.8,60.7,774.512812,164.897575,171.837072,-0.406503,-0.817486,-0.474889,,,,,,,,,0.62198,0.174764,0.123126
1977-07,143.392857,144.1,1226.8,61.0,785.021827,165.949813,172.575426,-0.375537,-0.791267,-0.441255,,,,,,,,,0.650123,0.187757,0.121291
1977-08,144.95,146.0,1237.1,61.2,790.953307,167.152752,173.316952,-0.36634,-0.776623,-0.425741,,,,,,,,,0.629485,0.202349,0.122696
1977-09,149.524091,154.05,1246.3,61.4,813.255199,168.22607,174.061665,-0.302932,-0.722527,-0.361949,,,,,,,,,0.65159,0.239413,0.119019
1977-10,158.859524,161.5,1254.0,61.6,861.22493,169.123561,174.809578,-0.160935,-0.611032,-0.227902,,,,,,,,,0.608527,0.215879,0.113466
1977-11,162.1,160.05,1262.4,61.9,874.533428,170.101787,175.560704,-0.123854,-0.581199,-0.190015,,,,,,,,,0.566784,0.206799,0.111748
1977-12,160.45,164.95,1270.4,62.1,862.843775,171.032608,176.315058,-0.16418,-0.607378,-0.224598,,,,,,,,,0.54777,0.22593,0.117252
1978-01,173.178571,175.75,1279.7,62.5,925.333285,172.113684,177.072653,0.015855,-0.471352,-0.052968,,,,,,,,,0.476458,0.226823,0.106532
1978-02,178.155,182.25,1285.4,62.9,945.869929,172.775751,177.833503,0.078809,-0.428647,0.004302,,,,,,,,,0.410334,0.224876,0.09514
1978-03,183.661905,181.6,1292.1,63.4,967.417357,173.553459,178.597622,0.145516,-0.384825,0.066603,,,,,,,,,0.395162,0.179731,0.092189
1978-04,175.275,170.85,1300.3,63.9,916.016225,174.504534,179.365025,0.011324,-0.491039,-0.054945,,,,,,,,,0.414259,0.198201,0.099255
1978-05,176.307143,184.15,1310.5,64.5,912.839116,175.68644,180.135726,0.009065,-0.497799,-0.051172,,,,,,,,,0.396044,0.199616,0.098493
1978-06,183.752273,183.05,1318.5,65.2,941.172377,176.612549,180.909737,0.101868,-0.438333,0.037136,,,,,,,,,0.358567,0.175737,0.094023
1978-07,188.72619,200.25,1324.2,65.7,959.292066,177.271935,181.687075,0.160942,-0.401234,0.090543,,,,,,,,,0.294387,0.175015,0.087746
1978-08,206.3,208.7,1333.5,66.0,1043.852994,178.346947,182.467753,0.374261,-0.236885,0.292409,,,,,,,,,0.25743,0.150716,0.076529
1978-09,212.07619,217.1,1345.1,66.5,1065.011548,179.686393,183.251785,0.426009,-0.197846,0.347972,,,,,,,,,0.279034,0.14193,0.069039
1978-10,227.393182,242.6,1352.4,67.1,1131.719938,180.528514,184.039186,0.593241,-0.079654,0.503868,,,,,,,,,0.243992,0.115966,0.059884
1978-11,206.072727,193.4,1359.2,67.4,1021.044502,181.312398,184.82997,0.329039,-0.279865,0.259144,,,,,,,,,0.261167,0.131178,0.073842
1978-12,207.834211,226.0,1366.1,67.7,1025.209014,182.107265,185.624152,0.339673,-0.271947,0.269205,,,,,,,,,0.254262,0.133183,0.072641
1979-01,227.270455,233.7,1371.6,68.3,1111.236059,182.740463,186.421747,0.56055,-0.115189,0.471942,,,,,,,,,0.191178,0.10291,0.059218
1979-02,245.67,251.3,1377.7,69.1,1187.293601,183.442334,187.222768,0.750803,0.013607,0.647164,,,,,,,,,0.150509,0.094534,0.046629
1979-03,242.047727,240.1,1387.7,69.8,1158.056198,184.592027,188.027232,0.696561,-0.0349,0.601568,,,,,,,,,0.109123,0.102496,0.048898
1979-04,239.160526,245.3,1402.1,70.6,1131.276715,186.245606,188.835152,0.642792,-0.080416,0.562771,,,,,,,,,0.135705,0.097818,0.048599
1979-05,257.616667,274.6,1410.2,71.5,1203.239176,187.174728,189.646544,0.821082,0.039561,0.72963,,,,,,,,,0.090215,0.07936,0.037159
1979-06,279.066667,277.5,1423.0,72.3,1289.002372,188.641491,190.461422,1.006598,0.173508,0.909924,,,,,,,,,0.04118,0.06238,0.027937
1979-07,294.736364,296.45,1434.8,73.1,1346.481506,189.992073,191.279802,1.128686,0.258381,1.029841,,,,,,,,,0.047716,0.033466,0.024387
1979-08,300.818182,315.1,1446.6,73.8,1361.230806,191.341144,192.101698,1.163,0.279576,1.068279,,,,,,,,,0.065833,0.029378,0.019567
1979-09,355.115,397.25,1454.2,74.6,1589.696575,192.209243,192.927125,1.577895,0.58142,1.453324,,,,,,,,,0.071866,-0.008025,0.001852
1979-10,391.656522,382.0,1460.4,75.2,1739.288281,192.916972,193.756099,1.820208,0.75638,1.676412,,,,,,,,,0.025305,-0.027792,-0.006513
1979-11,391.993182,415.65,1465.9,75.9,1724.728683,193.544454,194.588636,1.814069,0.740027,1.668245,,,,,,,,,0.019123,-0.027386,0.000577
1979-12,455.084375,512.0,1473.9,76.7,1981.438555,194.456583,195.424749,2.185595,1.009965,2.013517,,,,,,,,,-0.007968,-0.067917,-0.010527
1980-01,675.309091,653.0,1482.7,77.8,2898.725212,195.459147,196.264455,3.186906,1.750109,2.943447,,,,,,,,,-0.106762,-0.148219,-0.048651
1980-02,665.321429,637.0,1494.4,78.9,2816.038298,196.790849,197.107769,3.131151,1.693807,2.897742,,,,,,,,,-0.096193,-0.14777,-0.045687
1980-03,553.580952,494.5,1499.7,80.1,2307.983348,197.393631,197.954707,2.650679,1.306746,2.44957,,,,,,,,,-0.088162,-0.113003,-0.033665
1980-04,517.41,518.0,1502.2,81.0,2133.211164,197.677861,198.805284,2.473289,1.15355,2.2784,,,,,,,,,-0.057724,-0.088656,-0.031874
1980-05,513.82,535.5,1512.4,81.8,2097.692135,198.836855,199.659515,2.440365,1.120884,2.251602,,,,,,,,,-0.051821,-0.092439,-0.032552
1980-06,600.716667,653.5,1529.2,82.7,2425.76218,200.743472,200.517417,2.81747,1.403574,2.613576,,,,,,,,,-0.117521,-0.120293,-0.051957
1980-07,644.282609,614.25,1545.5,82.7,2601.686406,202.59062,201.379006,2.973894,1.539784,2.770136,,,,,,,,,-0.131058,-0.132127,-0.055881
1980-08,627.1475,631.25,1561.5,83.3,2514.251644,204.401195,202.244296,2.881735,1.473279,2.695715,,,,,,,,,-0.127718,-0.120628,-0.045243
1980-09,673.625,666.75,1574.0,84.0,2678.076381,205.813948,203.113305,3.047797,1.596083,2.855795,,,,,,,,,-0.151295,-0.136523,-0.053351
1980-10,661.147826,629.0,1584.7,84.8,2603.674986,207.022052,203.986047,2.984695,1.54127,2.801048,,,,,,,,,-0.158777,-0.131955,-0.053691
1980-11,623.4625,619.75,1595.7,85.5,2435.164313,208.262872,204.86254,2.818477,1.4111,2.651038,,,,,,,,,-0.150907,-0.122002,-0.047875
1980-12,594.921053,589.75,1599.9,86.3,2302.144558,208.736332,205.742798,2.692189,1.301818,2.529205,,,,,,,,,-0.132534,-0.115601,-0.044607
1981-01,557.3875,506.5,1607.0,87.0,2139.547936,209.53632,206.626839,2.514845,1.15932,2.363762,,,,,,,,,-0.126971,-0.091286,-0.036667
1981-02,499.7625,489.0,1618.6,87.9,1898.710881,210.842309,207.514679,2.218365,0.926995,2.093608,,,,,,,,,-0.082558,-0.07475,-0.031246
1981-03,498.761364,513.75,1636.5,88.5,1882.060507,212.85509,208.406333,2.188788,0.90986,2.078618,,,,,,,,,-0.075377,-0.070688,-0.031184
1981-04,495.8,482.75,1659.2,89.1,1858.287336,215.40331,209.301819,2.142891,0.885129,2.05422,,,,,,,,,-0.083756,-0.07243,-0.031937
1981-05,479.697368,479.25,1664.3,89.8,1783.918659,215.975162,210.201152,2.051207,0.805671,1.96536,,,,,,,,,-0.076835,-0.065223,-0.029125
1981-06,460.761364,426.0,1670.4,90.6,1698.368421,216.658829,211.10435,1.939557,0.710063,1.859212,,,,,,,,,-0.064141,-0.057477,-0.02257
1981-07,409.284091,406.0,1681.9,91.6,1492.153283,217.946787,212.011429,1.619797,0.458228,1.566802,,,,,,,,,-0.053116,-0.031733,-0.010661
1981-08,410.1575,425.0,1694.3,92.3,1483.996939,219.3342,212.922405,1.608966,0.447565,1.561667,,,,,,,,,-0.053597,-0.016929,-0.013977
1981-09,443.75,428.75,1706.0,93.2,1590.034335,220.642024,213.837295,1.796031,0.581834,1.738965,-0.286038,0.982376,-0.565891,0.826446,0.842975,0.487603,0.826446,0.413223,-0.083967,-0.012013,-0.023806
1981-10,437.754545,427.0,1721.7,93.4,1565.192783,222.395051,214.756117,1.740723,0.551199,1.696349,-0.38495,0.943502,-0.655979,0.819672,0.819672,0.45082,0.811475,0.377049,-0.08063,-0.006595,-0.019724
1981-11,413.369048,414.5,1736.0,93.7,1473.270226,223.989864,215.678886,1.575024,0.433452,1.549606,-0.605921,0.81686,-0.88758,0.788618,0.796748,0.390244,0.788618,0.260163,-0.061976,-0.007774,-0.013683
1981-12,410.092105,397.5,1755.5,94.0,1456.92637,226.161733,216.605621,1.529762,0.411749,1.520435,-0.692713,0.78931,-0.947501,0.782258,0.782258,0.354839,0.782258,0.225806,-0.079208,-0.00953,-0.012471
1982-01,384.125,387.0,1770.4,94.3,1360.332047,227.819049,217.536337,1.34285,0.278291,1.354407,-0.929316,0.648006,-1.193836,0.776,0.776,0.232,0.768,0.04,-0.076245,0.012262,-0.008008
1982-02,374.13,362.6,1774.4,94.6,1320.734268,228.263642,218.471053,1.27007,0.22082,1.281393,-0.996991,0.585478,-1.300541,0.769841,0.769841,0.190476,0.753968,0.031746,-0.071893,0.014026,-0.00554
1982-03,330.247826,320.0,1786.4,94.5,1167.057376,229.596605,219.409785,0.934412,-0.019837,0.974002,-1.385761,0.334643,-1.718616,0.677165,0.740157,0.007874,0.692913,0.007874,-0.027289,0.043658,0.004186
1982-04,350.3375,361.25,1804.0,94.9,1232.833602,231.549416,220.352551,1.064437,0.086832,1.104455,-1.232902,0.443488,-1.522026,0.703125,0.75,0.070312,0.742188,0.015625,-0.024441,0.045845,-0.003397
1982-05,333.818421,325.25,1815.7,95.8,1163.667321,232.846155,221.299367,0.925929,-0.025497,0.979192,-1.380792,0.324918,-1.678329,0.666667,0.728682,0.007752,0.682171,0.007752,-0.017739,0.066335,0.00102
1982-06,314.981818,317.5,1826.2,97.0,1084.420703,234.008927,222.250252,0.763827,-0.162711,0.830627,-1.544602,0.18056,-1.853803,0.592308,0.692308,0.007692,0.615385,0.007692,0.001594,0.073758,0.007911
1982-07,338.972727,342.9,1831.6,97.5,1161.032002,234.60657,223.205223,0.945954,-0.029907,0.995264,-1.298617,0.318768,-1.607464,0.679389,0.740458,0.015267,0.679389,0.015267,-0.021868,0.058545,0.003983
1982-08,364.22619,411.5,1845.1,97.7,1244.975074,236.099629,224.164296,1.114349,0.105897,1.15621,-1.096631,0.459852,-1.379767,0.742424,0.765152,0.106061,0.75,0.037879,-0.032569,0.04832,-0.00597
1982-09,437.311364,397.0,1858.3,97.9,1491.736512,237.558072,225.127491,1.56858,0.457685,1.581593,-0.572613,0.826638,-0.812545,0.796992,0.81203,0.398496,0.81203,0.263158,-0.095739,0.01032,-0.02331
1982-10,422.147619,423.25,1869.4,98.2,1435.611422,238.783398,226.094825,1.464644,0.383077,1.487318,-0.701926,0.743302,-0.955095,0.783582,0.783582,0.350746,0.783582,0.171642,-0.082693,0.01968,-0.020155
1982-11,414.913636,436.0,1883.4,98.0,1413.890191,240.327443,227.066315,1.403646,0.353416,1.435933,-0.783927,0.707884,-1.035429,0.777778,0.777778,0.303704,0.777778,0.125926,-0.07791,0.024183,-0.021162
1982-12,444.292105,456.9,1905.9,97.6,1520.207348,242.805679,228.041979,1.553125,0.494465,1.588677,-0.637193,0.852311,-0.84163,0.786765,0.801471,0.367647,0.823529,0.227941,-0.101861,0.018208,-0.027898
1983-01,481.2875,499.5,1959.4,97.8,1643.424573,248.682489,229.021836,1.697244,0.646085,1.768981,-0.561605,1.006117,-0.616817,0.832117,0.832117,0.408759,0.846715,0.394161,-0.104711,-0.001964,-0.037323
1983-02,491.2,408.5,1996.7,97.9,1675.558962,252.766839,230.005903,1.707772,0.683758,1.807329,-0.607697,1.038277,-0.588416,0.833333,0.833333,0.376812,0.847826,0.398551,-0.116377,-0.020854,-0.039196
1983-03,419.695652,414.75,2015.2,97.9,1431.646603,254.788726,230.994198,1.282904,0.377696,1.422377,-1.119058,0.708993,-1.127531,0.741007,0.748201,0.100719,0.76259,0.100719,-0.062607,0.011143,-0.023734
1983-04,432.881579,429.25,2028.9,98.6,1466.142688,256.284387,231.98674,1.347375,0.424017,1.485849,-1.036565,0.754082,-1.048735,0.75,0.757143,0.142857,0.778571,0.135714,-0.076954,0.008479,-0.023247
1983-05,438.0075,437.5,2043.6,99.2,1474.531055,257.887692,232.983546,1.361603,0.435116,1.503677,-1.016835,0.761627,-1.033532,0.751773,0.758865,0.148936,0.787234,0.134752,-0.078825,0.005893,-0.017484
1983-06,412.840909,416.0,2053.8,99.5,1385.618566,258.999267,233.984636,1.198444,0.314122,1.352512,-1.194104,0.629246,-1.243419,0.697183,0.725352,0.049296,0.739437,0.06338,-0.060167,0.017988,-0.010392
1983-07,422.716667,422.0,2064.9,99.9,1413.083847,260.208068,234.990027,1.24724,0.352307,1.398609,-1.122197,0.666747,-1.183141,0.713287,0.727273,0.090909,0.741259,0.076923,-0.062474,0.006958,-0.007468
1983-08,416.236364,414.25,2073.9,100.2,1387.255151,261.187528,235.999738,1.197872,0.316418,1.351597,-1.162449,0.625213,-1.248317,0.6875,0.722222,0.0625,0.736111,0.041667,-0.032811,0.007125,-0.00937
1983-09,411.802273,405.0,2083.0,100.7,1365.66229,262.177282,237.013788,1.16062,0.285899,1.315873,-1.187594,0.589651,-1.295652,0.682759,0.710345,0.048276,0.724138,0.041379,0.004775,0.000801,-0.014657
1983-10,393.578571,382.0,2098.8,101.0,1301.350011,263.894361,238.032195,1.027495,0.192055,1.197844,-1.3325,0.486465,-1.448553,0.623288,0.678082,0.006849,0.691781,0.006849,0.024732,0.006621,-0.007734
1983-11,381.659091,405.0,2111.9,101.2,1259.444829,265.316681,239.054978,0.934629,0.128378,1.114378,-1.420305,0.416007,-1.548494,0.578231,0.659864,0.006803,0.680272,0.006803,0.013691,0.019411,-0.002071
1983-12,388.344444,382.4,2123.4,101.3,1280.240907,266.564292,240.082156,0.967206,0.160239,1.145528,-1.359271,0.448703,-1.494589,0.594595,0.675676,0.013514,0.682432,0.013514,0.002207,0.015335,-0.001307
1984-01,370.888095,373.75,2138.0,101.9,1215.493829,268.146892,241.113747,0.833768,0.059274,1.025762,-1.49312,0.33775,-1.637447,0.52349,0.630872,0.006711,0.657718,0.006711,0.032518,0.017257,0.004229
1984-02,385.921429,394.25,2158.2,102.4,1258.586259,270.334095,242.14977,0.91502,0.127051,1.110193,-1.38723,0.410008,-1.510998,0.573333,0.646667,0.013333,0.673333,0.013333,0.012955,0.000821,-0.001044
1984-03,394.263636,388.5,2175.3,102.6,1283.285866,272.18346,243.190246,0.952467,0.164861,1.150922,-1.330057,0.449532,-1.446326,0.582781,0.675497,0.039735,0.688742,0.019868,0.012236,-0.002096,-0.002601
1984-04,381.364737,375.8,2192.1,103.1,1235.281441,273.998454,244.235192,0.849881,0.09069,1.061475,-1.431289,0.366896,-1.550215,0.526316,0.631579,0.006579,0.657895,0.006579,0.047517,0.001587,-0.001079
1984-05,377.402381,384.25,2204.8,103.4,1218.900193,275.369246,245.284628,0.810207,0.064719,1.026384,-1.451762,0.33713,-1.579741,0.503268,0.607843,0.006536,0.647059,0.006536,0.068378,-0.003392,0.001058
1984-06,377.665714,373.05,2215.6,103.7,1216.221992,276.534113,246.338573,0.801149,0.06044,1.017832,-1.43471,0.331221,-1.574044,0.480519,0.603896,0.006494,0.642857,0.006494,0.059831,-0.005389,0.002092
1984-07,347.468182,342.35,2223.6,104.1,1114.675257,277.396479,247.397047,0.578933,-0.109177,0.809112,-1.650001,0.14328,-1.817835,0.43871,0.535484,0.006452,0.529032,0.006452,0.090433,0.015388,0.010438
1984-08,347.679545,348.25,2230.2,104.5,1111.084015,278.107614,248.460069,0.573915,-0.115455,0.800348,-1.614786,0.135877,-1.79981,0.435897,0.532051,0.00641,0.519231,0.00641,0.09872,0.00985,0.009023
1984-09,341.0925,343.75,2244.2,105.0,1084.843072,279.615133,249.527659,0.510852,-0.161953,0.744573,-1.653868,0.083888,-1.839882,0.420382,0.509554,0.006369,0.515924,0.006369,0.105108,0.011827,0.013898
1984-10,340.173913,333.5,2258.4,105.3,1078.839113,281.142881,250.599835,0.489914,-0.17275,0.727936,-1.645265,0.071612,-1.829501,0.411392,0.506329,0.006329,0.506329,0.006329,0.110097,0.015233,0.013703
