month,gold,gold_month_end,m2,cpi,real_gold,fair_money,fair_time,z_full_money,z_full_real,z_full_time,z_rt_money,z_rt_real,z_rt_time,pct_rt_ratio,pct_rt_mcap,pct_rt_money,pct_rt_real,pct_rt_time,fwd_3y,fwd_5y,fwd_10y
1984-11,341.177273,329.0,2280.9,105.3,1082.021202,283.560937,251.676619,0.475471,-0.16702,0.724739,-1.639268,0.077781,-1.803058,0.402516,0.484277,0.006289,0.509434,0.006289,0.110764,0.029345,0.011997
1984-12,320.158824,308.3,2306.3,105.3,1015.362578,286.286755,252.75803,0.287437,-0.290722,0.563067,-1.821002,-0.06094,-1.966832,0.35,0.425,0.00625,0.425,0.00625,0.149463,0.050397,0.017092
1985-01,302.790909,306.65,2332.1,105.5,958.460945,289.05132,253.844087,0.119368,-0.402921,0.419998,-1.969469,-0.186732,-2.096802,0.31677,0.403727,0.006211,0.391304,0.006211,0.163227,0.062555,0.022582
1985-02,299.1,287.75,2353.9,106.0,942.311728,291.384025,254.934811,0.067181,-0.435979,0.380571,-1.982073,-0.223362,-2.096332,0.296296,0.395062,0.006173,0.382716,0.006173,0.139094,0.068623,0.023319
1985-03,303.942857,329.25,2366.3,106.4,953.96922,292.709572,256.030221,0.0968,-0.412059,0.408617,-1.899395,-0.195632,-2.017554,0.319018,0.404908,0.01227,0.392638,0.01227,0.134319,0.052769,0.023153
1985-04,325.2725,321.35,2375.8,106.9,1016.140336,293.724472,257.130338,0.262241,-0.289232,0.559959,-1.67882,-0.055852,-1.801995,0.347561,0.432927,0.02439,0.439024,0.02439,0.11554,0.028445,0.018583
1985-05,316.366667,314.0,2390.4,107.3,984.634493,295.283137,258.235183,0.177277,-0.350507,0.483619,-1.731641,-0.125328,-1.8582,0.327273,0.412121,0.024242,0.418182,0.018182,0.125512,0.031287,0.019886
1985-06,316.49,317.75,2413.3,107.6,982.272012,297.725286,259.344774,0.157108,-0.35518,0.474334,-1.722493,-0.130274,-1.834745,0.325301,0.409639,0.018072,0.415663,0.018072,0.125586,0.021688,0.020464
1985-07,317.217391,327.5,2429.6,107.8,982.702989,299.461663,260.459133,0.148061,-0.354327,0.469589,-1.696189,-0.128903,-1.807083,0.323353,0.407186,0.011976,0.419162,0.005988,0.113225,0.027063,0.01988
1985-08,329.785714,333.25,2443.9,108.0,1019.746286,300.983681,261.578281,0.234907,-0.282341,0.551931,-1.572313,-0.045953,-1.683048,0.35119,0.428571,0.041667,0.458333,0.035714,0.093557,0.036604,0.015245
1985-09,323.35,325.75,2456.2,108.3,997.076447,302.29186,262.702237,0.173101,-0.326078,0.494774,-1.602367,-0.096133,-1.72059,0.331361,0.420118,0.023669,0.426036,0.005917,0.085388,0.037833,0.017089
1985-10,325.843478,325.1,2467.6,108.7,1001.067905,303.503522,263.831023,0.182564,-0.318305,0.502859,-1.558782,-0.086881,-1.683537,0.335294,0.423529,0.047059,0.429412,0.005882,0.076756,0.031629,0.016329
1985-11,325.295238,325.3,2477.3,109.0,996.632985,304.533898,264.964659,0.169524,-0.326943,0.488634,-1.538445,-0.096622,-1.672638,0.327485,0.421053,0.035088,0.421053,0.005848,0.089052,0.032511,0.017075
1985-12,321.884211,326.8,2492.0,109.3,983.475534,306.094349,266.103166,0.12929,-0.352798,0.453312,-1.549859,-0.126346,-1.685119,0.30814,0.395349,0.02907,0.412791,0.005814,0.091912,0.032087,0.018711
1986-01,345.377273,350.5,2501.6,109.6,1052.367071,307.112743,267.246565,0.30183,-0.221082,0.6109,-1.345283,0.027346,-1.48561,0.387283,0.473988,0.115607,0.520231,0.080925,0.053661,0.021235,0.014652
1986-02,338.89,338.15,2512.5,109.3,1035.434522,308.2684,268.394876,0.243435,-0.252639,0.55552,-1.379276,-0.009575,-1.527251,0.362069,0.454023,0.097701,0.494253,0.045977,0.0457,0.014304,0.017921
1986-03,345.7,344.0,2533.1,108.8,1061.095647,310.450625,269.548122,0.276444,-0.205012,0.592698,-1.327829,0.046218,-1.466083,0.377143,0.474286,0.108571,0.525714,0.068571,0.041144,0.01,0.01373
1986-04,340.438636,345.75,2558.1,108.6,1046.87075,313.095715,270.706324,0.215214,-0.231269,0.545954,-1.374153,0.015254,-1.498414,0.346591,0.431818,0.0625,0.505682,0.045455,0.041314,0.010324,0.014422
1986-05,342.38,343.2,2585.7,108.9,1049.940181,316.011811,271.869502,0.206001,-0.225574,0.549285,-1.368412,0.021918,-1.475002,0.344633,0.423729,0.056497,0.508475,0.056497,0.027163,0.008367,0.013609
1986-06,342.716667,346.75,2605.7,109.5,1045.213847,318.122276,273.037677,0.191418,-0.234351,0.541413,-1.362884,0.011491,-1.46445,0.325843,0.421348,0.050562,0.5,0.050562,0.023637,0.01363,0.011773
1986-07,348.336957,357.5,2626.6,109.5,1062.354551,320.325357,274.210873,0.21549,-0.202706,0.569946,-1.319778,0.04894,-1.414955,0.351955,0.441341,0.061453,0.536313,0.061453,0.024925,0.01087,0.009656
1986-08,376.595,384.7,2646.5,109.7,1146.44169,322.420811,275.389109,0.399225,-0.05451,0.745529,-1.120077,0.224796,-1.208804,0.438889,0.527778,0.172222,0.627778,0.15,-0.010241,-0.011016,0.00282
1986-09,417.729545,423.2,2667.9,110.2,1265.894893,324.671822,276.572408,0.647806,0.138316,0.982243,-0.862481,0.453566,-0.942738,0.519337,0.618785,0.226519,0.729282,0.198895,-0.046833,-0.035459,-0.008607
1986-10,423.508696,401.0,2687.1,110.3,1282.244569,326.689329,277.760791,0.6672,0.163282,1.004758,-0.83671,0.481814,-0.915655,0.521978,0.626374,0.236264,0.736264,0.214286,-0.046716,-0.032679,-0.010505
1986-11,397.55,389.5,2701.0,110.4,1202.559942,328.148695,278.954281,0.493153,0.038462,0.843876,-1.000229,0.331097,-1.08786,0.464481,0.57377,0.185792,0.672131,0.169399,-0.002765,-0.019557,-0.005069
1986-12,390.921053,388.75,2728.0,110.5,1181.437714,330.98052,280.152899,0.427843,0.003988,0.793609,-1.058816,0.288795,-1.135391,0.445652,0.532609,0.168478,0.652174,0.146739,0.015503,-0.015404,-0.005755
1987-01,408.259524,400.5,2743.3,111.2,1226.070904,332.583525,281.356667,0.526975,0.07613,0.886768,-0.946664,0.374601,-1.026524,0.47027,0.583784,0.205405,0.697297,0.189189,0.001508,-0.027873,-0.013852
1987-02,401.115,405.85,2747.0,111.6,1200.297101,332.970997,282.565608,0.478601,0.034798,0.834501,-0.977504,0.323701,-1.077793,0.462366,0.569892,0.198925,0.666667,0.172043,0.012876,-0.024729,-0.014506
1987-03,408.913636,421.0,2753.5,112.1,1218.175974,333.651519,283.779743,0.522849,0.063563,0.870156,-0.917504,0.357461,-1.032575,0.470588,0.588235,0.219251,0.68984,0.181818,-0.013095,-0.033793,-0.014929
1987-04,438.3525,453.25,2767.8,112.7,1298.923639,335.147899,284.999095,0.690044,0.188424,1.025537,-0.740819,0.507345,-0.858911,0.542553,0.654255,0.255319,0.755319,0.239362,-0.051342,-0.05032,-0.023813
1987-05,460.234211,451.0,2773.7,113.1,1358.940186,335.76498,286.223686,0.810528,0.276299,1.131356,-0.610018,0.612006,-0.742967,0.560847,0.703704,0.322751,0.772487,0.269841,-0.070956,-0.060294,-0.028735
1987-06,449.590909,447.3,2775.3,113.5,1322.835095,335.932293,287.45354,0.749105,0.223912,1.065411,-0.661443,0.546304,-0.816239,0.542105,0.673684,0.289474,0.763158,0.252632,-0.078042,-0.053899,-0.027336
1987-07,450.517391,462.5,2779.0,113.8,1322.066642,336.319154,288.688677,0.751438,0.222782,1.060101,-0.649366,0.543079,-0.821879,0.544503,0.675393,0.303665,0.759162,0.246073,-0.069869,-0.047766,-0.032397
1987-08,461.1475,453.4,2788.3,114.4,1346.163723,337.291225,289.929122,0.803966,0.257922,1.105439,-0.590058,0.58401,-0.772215,0.552083,0.708333,0.333333,0.765625,0.265625,-0.05052,-0.057448,-0.034679
1987-09,460.347727,459.5,2799.6,115.0,1336.817776,338.471751,291.174897,0.790523,0.244368,1.091091,-0.599126,0.565467,-0.788675,0.549223,0.699482,0.331606,0.761658,0.253886,-0.054327,-0.05582,-0.034866
1987-10,465.354545,468.8,2814.7,115.3,1347.84112,340.048255,292.426025,0.806384,0.260344,1.106645,-0.580383,0.583055,-0.772111,0.551546,0.71134,0.335052,0.773196,0.257732,-0.064707,-0.058434,-0.035299
1987-11,467.569048,492.5,2818.9,115.4,1353.081617,340.486548,293.682529,0.815276,0.267894,1.107741,-0.563852,0.59029,-0.771673,0.569231,0.712821,0.348718,0.774359,0.246154,-0.06538,-0.064499,-0.041498
1987-12,486.239474,484.1,2826.7,115.4,1407.111306,341.300286,294.944431,0.909785,0.344067,1.190793,-0.462785,0.681537,-0.681506,0.612245,0.755102,0.403061,0.806122,0.285714,-0.081364,-0.071915,-0.050782
1988-01,476.58,458.0,2846.9,115.7,1375.582058,343.406238,296.211756,0.842395,0.299979,1.132783,-0.533252,0.624958,-0.747795,0.573604,0.720812,0.360406,0.791878,0.243655,-0.069759,-0.07143,-0.048759
1988-02,442.07381,426.15,2869.6,116.0,1272.684766,345.770403,297.484526,0.631567,0.148723,0.943543,-0.749094,0.436834,-0.956402,0.484848,0.60101,0.242424,0.69697,0.171717,-0.062867,-0.057195,-0.038835
1988-03,443.606522,456.95,2890.2,116.5,1271.616182,347.913654,298.762765,0.62458,0.147089,0.941574,-0.753031,0.433516,-0.954927,0.482412,0.59799,0.241206,0.693467,0.160804,-0.064372,-0.057408,-0.03967
1988-04,451.547368,449.0,2910.4,117.1,1287.74677,350.01327,300.046497,0.65472,0.171612,0.973623,-0.718887,0.462523,-0.916185,0.495,0.615,0.255,0.715,0.185,-0.074138,-0.053975,-0.037446
1988-05,451.0675,455.5,2926.6,117.5,1281.999096,351.695686,301.335744,0.639661,0.162909,0.960877,-0.729515,0.45036,-0.927401,0.487562,0.61194,0.243781,0.701493,0.169154,-0.075046,-0.040318,-0.040251
1988-06,451.331818,436.55,2939.0,118.0,1277.314944,352.982606,302.630531,0.631778,0.155788,0.952059,-0.731005,0.440191,-0.934007,0.480198,0.60396,0.242574,0.693069,0.153465,-0.066863,-0.03798,-0.042506
1988-07,437.628571,436.8,2947.2,118.5,1233.307483,353.833227,303.930882,0.546338,0.087579,0.868404,-0.809819,0.354112,-1.022433,0.433498,0.566502,0.211823,0.655172,0.08867,-0.056396,-0.021687,-0.039368
1988-08,431.277273,427.75,2952.1,119.0,1210.301746,354.341371,305.23682,0.505071,0.050947,0.823368,-0.84085,0.307486,-1.066294,0.426471,0.558824,0.196078,0.622549,0.078431,-0.061671,-0.025595,-0.04088
1988-09,413.454545,396.7,2957.2,119.8,1152.537332,354.870134,306.548369,0.392755,-0.044194,0.712626,-0.943995,0.187792,-1.180752,0.37561,0.482927,0.141463,0.556098,0.063415,-0.055162,-0.029876,-0.035184
1988-10,406.780952,412.4,2965.4,120.2,1130.160671,355.720041,307.865554,0.344778,-0.082336,0.663651,-0.980823,0.139537,-1.224514,0.354369,0.466019,0.101942,0.533981,0.063107,-0.041074,-0.021883,-0.031315
1988-11,420.168182,422.6,2980.3,120.3,1166.384079,357.263568,309.188399,0.41688,-0.02096,0.730568,-0.897165,0.216269,-1.14067,0.381643,0.512077,0.178744,0.574879,0.077295,-0.050066,-0.023101,-0.035038
1988-12,419.047222,410.25,2988.8,120.5,1161.34156,358.143632,310.516928,0.403689,-0.029389,0.713991,-0.899753,0.205118,-1.150008,0.379808,0.504808,0.168269,0.567308,0.076923,-0.04785,-0.017676,-0.035584
1989-01,404.014286,394.0,2991.2,121.1,1114.131947,358.392059,311.851165,0.308,-0.110126,0.616756,-0.984328,0.102743,-1.24677,0.330144,0.449761,0.086124,0.507177,0.062201,-0.042692,-0.008632,-0.033579
1989-02,387.5075,387.0,2991.2,121.6,1064.217966,358.392059,313.191135,0.200773,-0.199296,0.507178,-1.078203,-0.010297,-1.353925,0.257143,0.414286,0.07619,0.466667,0.047619,-0.029776,-0.002906,-0.029468
1989-03,390.15,383.2,2998.9,122.3,1065.342378,359.188913,314.536862,0.212533,-0.197242,0.513153,-1.051804,-0.007668,-1.332643,0.265403,0.421801,0.090047,0.473934,0.047393,-0.040783,-0.003106,-0.03059
1989-04,384.4,377.55,3005.5,123.1,1042.820055,359.871709,315.888372,0.169486,-0.238812,0.467573,-1.081568,-0.060486,-1.367575,0.235849,0.396226,0.080189,0.415094,0.04717,-0.04139,-0.003737,-0.030291
1989-05,371.045238,361.8,3012.1,123.8,1000.899025,360.5543,317.24569,0.073724,-0.318634,0.373133,-1.164478,-0.162034,-1.453835,0.187793,0.333333,0.075117,0.352113,0.046948,-0.031342,0.005527,-0.029003
1989-06,367.597727,373.0,3028.6,124.1,989.202226,362.25989,318.608839,0.037599,-0.341503,0.340685,-1.188357,-0.190844,-1.470586,0.182243,0.317757,0.074766,0.341121,0.046729,-0.024911,0.009631,-0.033551
1989-07,375.038095,368.3,3052.5,124.4,1006.79037,364.728171,319.977846,0.071652,-0.307216,0.378203,-1.142803,-0.14651,-1.411814,0.190698,0.339535,0.07907,0.372093,0.051163,-0.020244,0.005513,-0.037435
1989-08,365.143182,359.8,3074.6,124.6,978.65406,367.008216,321.352735,-0.013096,-0.362359,0.3043,-1.218059,-0.21689,-1.473761,0.162037,0.305556,0.064815,0.319444,0.046296,-0.020582,0.008196,-0.034627
1989-09,361.745238,366.5,3092.9,125.0,966.444366,368.894529,322.733531,-0.050305,-0.386783,0.271817,-1.241919,-0.24776,-1.489428,0.152074,0.294931,0.064516,0.308756,0.046083,-0.015266,0.015974,-0.030736
1989-10,366.884091,375.3,3114.3,125.6,975.49105,371.098455,324.120261,-0.029358,-0.368657,0.295204,-1.207215,-0.223811,-1.445175,0.16055,0.307339,0.077982,0.321101,0.050459,-0.020879,0.012176,-0.016478
1989-11,394.261364,408.15,3133.6,125.9,1045.785313,373.08434,325.512949,0.141914,-0.233287,0.456418,-1.020319,-0.048485,-1.256007,0.228311,0.401826,0.114155,0.442922,0.09589,-0.052831,-0.005059,-0.029187
1989-12,409.385294,398.6,3153.4,126.1,1084.179522,375.119944,326.911622,0.224686,-0.163143,0.53587,-0.926907,0.042419,-1.158726,0.286364,0.45,0.127273,0.509091,0.109091,-0.064841,-0.015157,-0.036224
1990-01,410.109091,415.05,3166.3,127.4,1075.013745,376.445235,328.316304,0.220162,-0.17966,0.529864,-0.921756,0.020895,-1.154644,0.280543,0.447964,0.126697,0.497738,0.113122,-0.070813,-0.015887,-0.035971
1990-02,416.81,407.7,3178.2,128.0,1087.45729,377.667138,329.727022,0.253492,-0.157271,0.558257,-0.877967,0.049961,-1.114085,0.310811,0.463964,0.144144,0.522523,0.121622,-0.075538,-0.020064,-0.032394
1990-03,393.059091,368.5,3189.2,128.7,1019.913516,378.796074,331.143801,0.095009,-0.282022,0.408291,-1.029679,-0.112734,-1.263616,0.206278,0.363229,0.103139,0.394619,0.080717,-0.056548,-0.005629,-0.031165
1990-04,374.242105,367.75,3201.2,128.9,969.580291,380.027037,332.566669,-0.039429,-0.380481,0.281224,-1.154197,-0.241059,-1.384589,0.147321,0.303571,0.075893,0.3125,0.053571,-0.029442,0.008815,-0.028701
1990-05,369.052381,363.05,3201.3,129.2,953.914711,380.037292,333.99565,-0.075394,-0.41217,0.237748,-1.173101,-0.281957,-1.413755,0.124444,0.28,0.071111,0.284444,0.048889,-0.001695,0.008612,-0.028923
1990-06,352.330952,352.2,3214.6,129.9,905.786191,381.40087,335.430771,-0.203786,-0.512888,0.117088,-1.288668,-0.413289,-1.522851,0.106195,0.247788,0.061947,0.243363,0.044248,0.018173,0.019242,-0.020734
1990-07,362.529545,372.3,3224.7,130.4,928.431494,382.435855,336.872058,-0.137404,-0.464849,0.174845,-1.204143,-0.349156,-1.441664,0.118943,0.268722,0.07489,0.273128,0.048458,0.026559,0.012748,-0.02495
1990-08,394.727273,387.75,3242.1,131.6,1001.671445,384.217866,338.319539,0.069365,-0.317133,0.367314,-0.981429,-0.153886,-1.221822,0.20614,0.372807,0.114035,0.372807,0.092105,-0.013602,-0.005674,-0.035684
1990-09,389.3225,408.4,3254.7,132.7,979.766598,385.507475,339.773239,0.025313,-0.360149,0.32426,-1.01543,-0.210293,-1.254276,0.187773,0.340611,0.10917,0.331878,0.087336,-0.030045,-0.003241,-0.034631
1990-10,380.73913,379.5,3259.2,133.5,952.423926,385.967884,341.233185,-0.03506,-0.415213,0.260944,-1.063373,-0.282602,-1.306948,0.152174,0.321739,0.095652,0.286957,0.078261,-0.014714,0.001256,-0.033786
1990-11,381.725,384.85,3262.8,133.8,952.749082,386.33615,342.699405,-0.030865,-0.414549,0.25689,-1.045037,-0.281064,-1.29628,0.168831,0.324675,0.099567,0.290043,0.077922,-0.006945,0.00187,-0.035473
1990-12,376.947059,386.2,3272.5,133.8,940.823798,387.328146,344.171924,-0.069833,-0.439053,0.216674,-1.072245,-0.312928,-1.323485,0.12931,0.297414,0.090517,0.271552,0.073276,0.005584,0.005508,-0.0323
1991-01,383.638636,366.0,3287.4,134.6,951.834249,388.851154,345.650771,-0.03469,-0.416418,0.248376,-1.025258,-0.282098,-1.275084,0.154506,0.330472,0.098712,0.287554,0.085837,0.002804,0.008111,-0.036144
1991-02,363.83,362.7,3303.6,134.8,901.348339,390.505976,347.135972,-0.181877,-0.522443,0.111883,-1.163625,-0.422663,-1.402492,0.106838,0.252137,0.081197,0.235043,0.059829,0.016297,0.021551,-0.032351
1991-03,363.335,355.65,3321.0,135.0,898.788518,392.282149,348.627555,-0.197041,-0.527976,0.098427,-1.166192,-0.428986,-1.398776,0.102128,0.251064,0.076596,0.234043,0.059574,0.018724,0.017473,-0.03179
1991-04,358.378571,357.75,3331.9,135.2,885.216277,393.394163,350.125547,-0.239624,-0.557578,0.055496,-1.194924,-0.467459,-1.4255,0.097458,0.228814,0.076271,0.233051,0.059322,0.017272,0.018536,-0.031403
1991-05,356.945238,360.4,3343.6,135.6,879.075045,394.587241,351.629975,-0.257709,-0.571122,0.035737,-1.198597,-0.484382,-1.427472,0.097046,0.227848,0.075949,0.227848,0.059072,0.022346,0.018878,-0.026685
1991-06,366.7175,368.35,3352.8,136.0,900.485607,395.52499,353.140868,-0.194384,-0.524306,0.08986,-1.119835,-0.420378,-1.353334,0.109244,0.260504,0.088235,0.243697,0.07563,0.016915,0.009921,-0.03007
1991-07,367.684783,362.85,3356.2,136.2,901.535011,395.87146,354.658252,-0.189863,-0.522041,0.085922,-1.100729,-0.416303,-1.340809,0.117155,0.271967,0.096234,0.251046,0.075314,0.015888,0.008445,-0.031298
1991-08,356.304762,347.4,3355.0,136.6,871.07385,395.749182,356.182157,-0.269883,-0.58891,0.00082,-1.166293,-0.505228,-1.41174,0.095833,0.225,0.075,0.220833,0.0625,0.022011,0.016849,-0.026499
1991-09,348.738095,354.9,3355.0,137.2,848.846825,395.749182,357.71261,-0.325059,-0.639196,-0.060523,-1.205996,-0.571624,-1.456221,0.095436,0.211618,0.074689,0.20332,0.058091,0.039374,0.018992,-0.020526
1991-10,358.686957,357.45,3360.0,137.4,871.792042,396.258635,359.249638,-0.256062,-0.587307,-0.003734,-1.121333,-0.500092,-1.378844,0.103306,0.239669,0.086777,0.227273,0.070248,0.028091,0.012178,-0.023401
1991-11,360.166667,366.3,3365.8,137.8,872.84745,396.849472,360.793271,-0.249309,-0.584953,-0.004141,-1.10101,-0.495629,-1.361804,0.111111,0.259259,0.09465,0.230453,0.074074,0.021933,0.009632,-0.026208
1991-12,361.725,353.15,3373.0,137.9,875.988305,397.582732,362.343537,-0.242957,-0.577965,-0.00407,-1.081796,-0.484912,-1.344664,0.114754,0.262295,0.098361,0.237705,0.07377,0.015928,0.003989,-0.02674
1992-01,354.447727,354.1,3380.9,138.1,857.12185,398.387035,363.900464,-0.300392,-0.620323,-0.062693,-1.127147,-0.541088,-1.387511,0.097959,0.216327,0.081633,0.204082,0.065306,0.022171,0.00037,-0.022775
1992-02,353.9125,353.1,3399.3,138.6,852.740167,400.25936,365.464081,-0.316329,-0.630293,-0.076506,-1.131804,-0.553197,-1.383686,0.097561,0.211382,0.081301,0.203252,0.069106,0.020963,-0.004177,-0.017878
1992-03,344.336364,341.7,3403.1,139.3,825.497612,400.645863,367.034416,-0.389319,-0.693459,-0.152058,-1.191174,-0.637529,-1.44229,0.080972,0.206478,0.072874,0.186235,0.060729,0.035314,0.004302,-0.015661
1992-04,338.6175,336.35,3399.2,139.5,810.623594,400.249188,368.611499,-0.429822,-0.728833,-0.202165,-1.215814,-0.683803,-1.473451,0.076613,0.201613,0.072581,0.177419,0.060484,0.049141,0.003435,-0.011156
1992-05,337.239474,337.5,3399.1,139.7,806.16891,400.239016,370.195359,-0.440239,-0.739553,-0.222091,-1.21067,-0.696376,-1.473261,0.076305,0.200803,0.072289,0.176707,0.060241,0.045337,0.003884,-0.006959
1992-06,340.804545,343.4,3394.0,140.2,811.785732,399.720191,371.786024,-0.409874,-0.726046,-0.207256,-1.164313,-0.675916,-1.43811,0.088,0.212,0.084,0.184,0.068,0.043785,-2.8e-05,-0.005914
1992-07,352.719565,357.85,3393.9,140.5,838.372984,399.710017,373.383523,-0.321477,-0.66335,-0.135614,-1.061685,-0.588447,-1.34692,0.10757,0.231076,0.091633,0.211155,0.083665,0.030718,-0.016779,-0.011784
1992-08,343.0575,340.0,3398.7,140.9,813.092535,400.198327,374.987887,-0.396011,-0.722916,-0.211987,-1.124501,-0.668232,-1.406226,0.09127,0.218254,0.087302,0.190476,0.06746,0.037985,-0.01136,-0.01
1992-09,345.429545,349.0,3410.4,141.3,816.39694,401.388192,376.599145,-0.38593,-0.715026,-0.205787,-1.10271,-0.655539,-1.381379,0.098814,0.221344,0.094862,0.197628,0.075099,0.035064,-0.013446,-0.007886
1992-10,344.379545,339.25,3423.9,141.8,811.045402,402.760423,378.217326,-0.402528,-0.727821,-0.223251,-1.108181,-0.671207,-1.380716,0.090551,0.216535,0.086614,0.181102,0.070866,0.036188,-0.011595,-0.008389
1992-11,335.016667,334.2,3426.9,142.0,787.883703,403.065263,379.842459,-0.475325,-0.784187,-0.299122,-1.168304,-0.746496,-1.438094,0.07451,0.188235,0.07451,0.156863,0.066667,0.047724,-0.017932,-0.004866
1992-12,334.802632,332.9,3425.3,141.9,787.935225,402.902686,381.474576,-0.475931,-0.78406,-0.310857,-1.154924,-0.744056,-1.430151,0.074219,0.191406,0.074219,0.160156,0.066406,0.049881,-0.029168,-0.000865
1993-01,329.01,330.45,3418.9,142.6,770.501736,402.252276,383.113706,-0.51664,-0.827588,-0.362643,-1.181323,-0.801495,-1.461999,0.07393,0.18677,0.07393,0.136187,0.062257,0.066806,-0.025535,0.008158
1993-02,329.31,327.6,3413.8,143.1,768.509665,401.733861,384.759879,-0.510982,-0.832624,-0.370686,-1.161437,-0.805857,-1.449657,0.077519,0.189922,0.077519,0.131783,0.065891,0.071186,-0.020117,0.008661
1993-03,330.078261,337.8,3410.9,143.6,767.620441,401.439029,386.413125,-0.503106,-0.834876,-0.375348,-1.140111,-0.806388,-1.434239,0.081081,0.19305,0.081081,0.127413,0.069498,0.06276,-0.021597,0.003128
1993-04,342.15,354.3,3410.7,144.0,793.483867,401.418694,388.073475,-0.410646,-0.770408,-0.300001,-1.035346,-0.715238,-1.340359,0.103846,0.242308,0.1,0.188462,0.080769,0.047135,-0.020629,-0.00416
1993-05,367.178947,377.45,3437.5,144.2,850.347738,404.142074,389.740959,-0.246551,-0.635759,-0.142045,-0.863601,-0.527749,-1.167269,0.164751,0.333333,0.164751,0.245211,0.114943,0.021986,-0.040185,-0.003176
1993-06,371.890909,378.45,3442.7,144.4,860.067264,404.670156,391.415608,-0.217131,-0.613649,-0.121885,-0.826121,-0.495951,-1.133762,0.179389,0.351145,0.179389,0.259542,0.122137,0.011853,-0.047011,-0.004259
1993-07,392.188636,401.75,3441.9,144.4,907.009553,404.58892,393.097452,-0.080015,-0.510263,-0.005513,-0.680751,-0.351829,-1.005971,0.220532,0.418251,0.21673,0.326996,0.136882,-0.007462,-0.056729,-0.011029
1993-08,378.838095,371.55,3445.6,144.8,873.713671,404.964616,394.786524,-0.171426,-0.583023,-0.098224,-0.766394,-0.451867,-1.086998,0.200758,0.367424,0.200758,0.284091,0.125,0.007434,-0.055925,-0.005152
1993-09,355.275,355.5,3452.6,145.1,817.676063,405.675242,396.482852,-0.340999,-0.71198,-0.261402,-0.929705,-0.629606,-1.235695,0.128302,0.275472,0.128302,0.218868,0.090566,0.025485,-0.040464,0.006471
1993-10,364.178571,369.6,3456.9,145.7,834.716282,406.111672,398.18647,-0.280139,-0.671854,-0.212655,-0.859972,-0.572289,-1.172558,0.154135,0.323308,0.154135,0.233083,0.097744,0.015223,-0.040657,0.003976
1993-11,373.827273,370.9,3470.7,145.8,856.243933,407.51181,399.897408,-0.221769,-0.622316,-0.16058,-0.794491,-0.502028,-1.107436,0.183521,0.359551,0.187266,0.254682,0.104869,0.003574,-0.046828,0.004221
1993-12,383.297368,391.75,3475.0,145.8,877.934998,407.94793,401.615697,-0.160213,-0.573646,-0.111202,-0.725644,-0.4331,-1.046232,0.216418,0.395522,0.223881,0.302239,0.134328,-0.012594,-0.053166,0.006007
1994-01,386.875,377.9,3474.8,146.2,883.705062,407.927647,403.34137,-0.136204,-0.560902,-0.099285,-0.694892,-0.414373,-1.023056,0.223048,0.416357,0.226766,0.312268,0.137546,-0.028159,-0.057898,0.006748
1994-02,381.91,381.55,3475.1,146.7,869.39065,407.958072,405.074457,-0.169597,-0.592673,-0.140266,-0.722339,-0.457851,-1.052372,0.207407,0.392593,0.214815,0.277778,0.111111,-0.031837,-0.055323,0.005857
1994-03,384.128261,389.2,3479.2,147.2,871.470115,408.373837,406.814992,-0.157329,-0.588025,-0.136684,-0.703908,-0.45033,-1.037232,0.225092,0.409594,0.228782,0.284133,0.110701,-0.028872,-0.057316,0.005718
1994-04,377.271053,376.45,3480.5,147.4,854.751849,408.505651,408.563005,-0.204459,-0.625709,-0.189803,-0.745369,-0.502117,-1.07815,0.1875,0.367647,0.194853,0.25,0.095588,-0.029861,-0.056137,0.006684
1994-05,381.4125,387.6,3491.4,147.5,863.54893,409.610598,410.318529,-0.183339,-0.605789,-0.17401,-0.718386,-0.47303,-1.050454,0.194139,0.391941,0.201465,0.274725,0.106227,-0.033978,-0.062348,0.000619
1994-06,385.643182,388.25,3479.8,148.0,870.177783,408.434675,412.081596,-0.147594,-0.590912,-0.157947,-0.67509,-0.451079,-1.022983,0.233577,0.430657,0.240876,0.284672,0.113139,-0.040408,-0.074886,0.001731
1994-07,385.490476,384.0,3488.1,148.4,867.488649,409.276122,413.852239,-0.153903,-0.596934,-0.169104,-0.676428,-0.458565,-1.022777,0.232727,0.429091,0.24,0.276364,0.109091,-0.056177,-0.078549,0.003222
1994-08,380.354545,385.75,3485.6,149.0,852.484303,409.022703,415.63049,-0.186787,-0.630877,-0.211266,-0.703858,-0.505376,-1.053051,0.192029,0.402174,0.199275,0.242754,0.097826,-0.05204,-0.075632,0.005177
1994-09,391.575,394.85,3486.7,149.4,875.282827,409.134211,417.416381,-0.112756,-0.579532,-0.152226,-0.622984,-0.431803,-0.983168,0.249097,0.458484,0.274368,0.314079,0.119134,-0.062331,-0.075298,0.003445
1994-10,389.771429,383.85,3484.8,149.5,870.668549,408.941604,419.209947,-0.123413,-0.589815,-0.173436,-0.628616,-0.445413,-0.993492,0.248201,0.453237,0.266187,0.291367,0.104317,-0.058904,-0.044322,0.007609
1994-11,384.388636,383.1,3487.8,149.7,857.497354,409.245713,421.011219,-0.161069,-0.61947,-0.216774,-0.662065,-0.486415,-1.025382,0.222222,0.433692,0.236559,0.258065,0.096774,-0.073167,-0.05273,0.01346
