date,price,log_trend_5y_window,price_straight_line,dev_pct_vs_log_trend,dev_sigma_vs_log_trend
2021-06-23,254.57872009277344,246.85543050268322,236.69380231702632,0.03128669105785087,0.2316216030726054
2021-06-24,255.9415740966797,246.94867541780357,236.82716743672415,0.03641606363614369,0.26892370770773527
2021-06-25,254.33876037597656,247.04195555440612,236.96053255642195,0.029536702804975556,0.21885278298441083
2021-06-28,257.8896789550781,247.32200742617616,237.3606279155154,0.04272839137478024,0.31457599222928384
2021-06-29,260.4616394042969,247.41542858180088,237.4939930352132,0.052729980896008,0.38634709058404393
2021-06-30,259.98175048828125,247.50888502547969,237.62735815491104,0.0503936069265456,0.3696425687298602
2021-07-01,260.6536560058594,247.60237677054172,237.76072327460884,0.052710637941139504,0.3862089452798668
2021-07-02,266.4598388671875,247.69590383032144,237.89408839430666,0.07575391739105974,0.5490077224108282
2021-07-06,266.4693603515625,248.07036548348125,238.42754887309792,0.07416845148844042,0.5379187701821421
2021-07-07,268.6478881835937,248.164069317042,238.56091399279572,0.08254143689263338,0.5962964852192348
2021-07-08,266.2391052246094,248.25780854543277,238.69427911249355,0.0724299339647394,0.5257405260789233
2021-07-09,266.73809814453125,248.3515831820233,238.82764423219135,0.07403421684262823,0.5369791644105193
2021-07-12,266.14306640625,248.63311967476616,239.2277395912848,0.0704248362180726,0.5116703593677177
2021-07-13,269.65557861328125,248.72703607795395,239.3611047109826,0.08414261217975527,0.6074086756967337
2021-07-14,271.1239624023437,248.82098795626567,239.49446983068043,0.08963461896549552,0.6453990226147498
2021-07-15,269.7035827636719,248.9149753231018,239.62783495037823,0.083516901357926,0.6030681841184381
2021-07-16,269.4348449707031,249.00899819186725,239.76120007007606,0.08202854887636346,0.5927335556824902
2021-07-19,265.8455505371094,249.29127994386627,240.16129542916948,0.06640533353982803,0.4833851672101822
2021-07-20,268.0625,249.38544495450137,240.2946605488673,0.07489232199940998,0.5429836425953661
2021-07-21,270.05865478515625,249.47964553416708,240.4280256685651,0.08248772843542795,0.5959234625444116
2021-07-22,274.6075744628906,249.5738816962994,240.56139078826294,0.1003057395126552,0.7186709274157038
2021-07-23,277.9953918457031,249.6681534543387,240.69475590796074,0.11345955821532172,0.8080182809431048
2021-07-26,277.4002380371094,249.95118243838024,241.0948512670542,0.10981766651772529,0.7833868239596962
