date,price,log_trend_5y_window,price_straight_line,dev_pct_vs_log_trend,dev_sigma_vs_log_trend
2021-06-23,121.0535888671875,94.3318992012127,72.13526645626074,0.2832731015939438,1.1473639392469297
2021-06-24,121.4233169555664,94.38367758056748,72.23952761953014,0.2864863932846593,1.1588684563343254
2021-06-25,121.4317398071289,94.43548438085506,72.34378878279952,0.28586982534445293,1.1566631936262053
2021-06-28,121.4590072631836,94.5910754633588,72.65657227260772,0.2840429889205822,1.150122981404441
2021-06-29,121.19782257080078,94.64299610346455,72.7608334358771,0.28057888655919405,1.1376956427349132
2021-06-30,121.01642608642578,94.69494524258941,72.8650945991465,0.2779607800226931,1.1282809574360289
2021-07-01,121.36830139160156,94.7469228963764,72.9693557624159,0.28097354174067113,1.139113149234398
2021-07-02,124.15657043457033,94.7989290804771,73.07361692568529,0.3096832594930563,1.241077254997497
2021-07-06,125.08088684082033,95.00723943334921,73.49066157876287,0.3165405877156213,1.2651006664279258
2021-07-07,125.36239624023438,95.05938850409288,73.59492274203227,0.31877974614613436,1.272918060587213
2021-07-08,123.9449462890625,95.1115661992403,73.69918390530167,0.3031532466768747,1.2180833253606038
2021-07-09,124.41529083251952,95.16377253450325,73.80344506857105,0.3073808185505742,1.2329828533470577
2021-07-12,125.85945892333984,95.32056353823306,74.11622855837923,0.3203809781596354,1.2785001780856469
2021-07-13,126.2222671508789,95.37288459124892,74.22048972164863,0.3234607267237948,1.289217604352846
2021-07-14,127.1098861694336,95.42523436306884,74.32475088491803,0.33203640544190516,1.3189297948384917
2021-07-15,125.8887176513672,95.47761286945648,74.42901204818742,0.31851555425344436,1.271996399562666
2021-07-16,125.85401916503906,95.53002012618411,74.53327321145682,0.31742900293332355,1.2682039091411945
2021-07-19,123.48304748535156,95.68741455625971,74.846056701265,0.29048368647006684,1.173139885650974
2021-07-20,125.10021209716795,95.73993697224333,74.9503178645344,0.3066669568984224,1.2304703246057611
2021-07-21,126.42794799804688,95.7924882175583,75.0545790278038,0.31981066940145775,1.2765127789777273
2021-07-22,127.2927703857422,95.84506830802893,75.15884019107318,0.32810975705756684,1.3053489331919168
2021-07-23,131.8459014892578,95.8976772594882,75.26310135434258,0.3748602182772145,1.464495943977657
2021-07-26,132.85693359375,96.05567743825812,75.57588484415076,0.38312421646442196,1.4920642574076464
2021-07-27,130.7406768798828,96.10840199217566,75.68014600742016,0.3603459652833123,1.4156735364843906
2021-07-28,134.89784240722656,96.1611554863772,75.78440717068956,0.4028309219551449,1.5571457712773717
2021-07-29,134.58409118652344,96.21393793674794,75.88866833395895,0.3988003617001983,1.5439095129363913
2021-07-30,133.54234313964844,96.26674935918182,75.99292949722835,0.3872115141375272,1.505638470895951
2021-08-02,133.66921997070312,96.42535761793228,76.30571298703653,0.3862455195690617,1.5024339452220334
2021-08-03,134.43789672851562,96.47828508773249,76.40997415030593,0.3934523878224472,1.5262879032871137
2021-08-04,133.93785095214844,96.5312416091963,76.51423531357533,0.38750780285611186,1.5066209120695864
2021-08-05,135.05398559570312,96.58422719827011,76.61849647684471,0.3983026992436507,1.5422725572963816
2021-08-06,134.54544067382812,96.63724187090902,76.72275764011411,0.3922731864963409,1.522393327592703
2021-08-09,135.70960998535156,96.79646054989863,77.0355411299223,0.40201004473085233,1.5544531177677094
2021-08-10,135.6045684814453,96.84959171652413,77.13980229319169,0.40015632568029647,1.5483667168642974
2021-08-11,135.0812225341797,96.90275204662154,77.24406345646109,0.3939874738458391,1.5280540574191934
2021-08-12,135.98814392089844,96.95594155619867,77.34832461973048,0.4025766934775781,1.5563120157580879
2021-08-13,136.5169677734375,97.00916026127199,77.45258578299988,0.40725852492445314,1.5716421451398068
2021-08-16,137.09385681152344,97.16899170976598,77.76536927280806,0.4108807182131624,1.583467655928314
2021-08-17,135.46034240722656,97.222327357165,77.86963043607746,0.3933048723426136,1.5258008808709134
2021-08-18,134.25851440429688,97.27569228027458,77.97389159934684,0.3801856482035195,1.482280248140774
2021-08-19,134.4874725341797,97.32908649516409,78.07815276261624,0.38178089795245174,1.4875942391441643
2021-08-20,136.2216033935547,97.38251001791168,78.18241392588564,0.39883027628369083,1.5440078920896978
2021-08-23,138.8106231689453,97.54295659421668,78.49519741569382,0.42307172158420503,1.6230462231480158
2021-08-24,140.0199432373047,97.59649750935449,78.59945857896322,0.4346820512066425,1.6604256491417364
2021-08-25,140.83021545410156,97.65006781287362,78.70371974223261,0.44219270511899555,1.6844453877592667
2021-08-26,140.1973419189453,97.70366752090503,78.807980905502,0.4349240461106354,1.661201528915826
2021-08-27,142.73829650878906,97.75729664958884,78.9122420687714,0.46012933459519334,1.7413059646705504
2021-08-30,143.3196563720703,97.91836072108764,79.22502555857959,0.463664784792553,1.7524311855655617
