date,price,log_trend_5y_window,price_straight_line,dev_pct_vs_log_trend,dev_sigma_vs_log_trend
2021-06-23,130.32437133789062,132.51825089099592,123.94515974544291,-0.016555301163081904,-0.1748152804125896
2021-06-24,130.04165649414062,132.56927043797836,124.02102404362323,-0.019066363837464628,-0.20158753643338534
2021-06-25,129.7492218017578,132.62030962749435,124.09688834180355,-0.021648930196294103,-0.2291937287191139
2021-06-28,131.37704467773438,132.77354512688095,124.32448123634451,-0.010517911891348874,-0.110725042906126
2021-06-29,132.8878936767578,132.8246629621836,124.40034553452482,0.00047604648989185705,0.004983888709825724
2021-06-30,133.50204467773438,132.87580047786057,124.47620983270514,0.00471300415592335,0.04923781036362996
2021-07-01,133.80418395996094,132.92695768148897,124.55207413088546,0.006599310582086071,0.06887978631531826
2021-07-02,136.42630004882812,132.97813458064874,124.62793842906578,0.025930319138956825,0.2680768989726477
2021-07-06,138.43429565429688,133.18303928429964,124.93139562178706,0.039428867205737905,0.4049600413317987
2021-07-07,140.91989135742188,133.23431477491576,125.00725991996738,0.057684663260287206,0.5872833190765894
2021-07-08,139.62347412109375,133.2856100066037,125.0831242181477,0.04755100054819161,0.4864691913265937
2021-07-09,141.44625854492188,133.33692498696382,125.15898851632801,0.0608183633959678,0.6182632881884712
2021-07-12,140.85162353515625,133.49098849612346,125.38658141086897,0.055139565014506786,0.5620546866453745
2021-07-13,141.96286010742188,133.54238254723364,125.46244570904929,0.06305472015380542,0.6403161523166563
2021-07-14,145.38426208496094,133.59379638506132,125.53831000722961,0.08825608687633668,0.885670138503669
2021-07-15,144.73117065429688,133.64523001722446,125.61417430540993,0.0829505148492291,0.8344920283825841
2021-07-16,142.69395446777344,133.696683451344,125.69003860359025,0.06729614216424307,0.6820139616693163
2021-07-19,138.85340881347656,133.85116264169233,125.91763149813121,0.0373717050570177,0.38421443234175273
2021-07-20,142.45999145507812,133.90269535990396,125.99349579631152,0.06390682481912591,0.6487066098642407
2021-07-21,141.7289276123047,133.95424791821995,126.06936009449184,0.05803981445091044,0.5907989759739654
2021-07-22,143.0935821533203,134.0058203242788,126.14522439267216,0.06781617251437422,0.6871150200030984
2021-07-23,144.80914306640625,134.05741258572206,126.22108869085248,0.08020243172908526,0.8078850726701409
2021-07-26,145.228271484375,134.21230857881514,126.44868158539344,0.08207863363806767,0.82605778924314
2021-07-27,143.06436157226562,134.26398033826803,126.52454588357377,0.06554536229170105,0.6648220023268674
2021-07-28,141.3195343017578,134.31567199135628,126.60041018175409,0.052144788516207186,0.5322905093924732
2021-07-29,141.96286010742188,134.3673835457389,126.6762744799344,0.05652768076039427,0.5758221070912758
2021-07-30,142.17733764648438,134.41911500907804,126.75213877811471,0.05771666207505066,0.5876001251044703
2021-08-02,141.8459014892578,134.57442892949786,126.97973167265567,0.05403309245004784,0.5510676424090333
2021-08-03,143.63943481445312,134.62624010534148,127.055595970836,0.0669497618150745,0.6786148838389942
2021-08-04,143.23980712890625,134.67807122849578,127.13146026901632,0.06357186305322537,0.6454091285827466
2021-08-05,143.34703063964844,134.72992230664047,127.20732456719664,0.06395838567616585,0.6492141008464976
2021-08-06,142.66366577148438,134.78179334745832,127.28318886537696,0.058478762066231926,0.5951425070361739
2021-08-09,142.61485290527344,134.93752632282118,127.5107817599179,0.05689541517224206,0.5794662898028266
2021-08-10,142.1365509033203,134.98947729121713,127.58664605809822,0.052945412898255606,0.5402559616538144
2021-08-11,142.39035034179688,135.04144826074386,127.66251035627855,0.05441960357877251,0.5549069283805738
2021-08-12,145.3482208251953,135.09343923910188,127.73837465445887,0.07590880537095135,0.7661783585144744
2021-08-13,145.5532684326172,135.14545023399467,127.81423895263919,0.07701197621231137,0.7769100228002337
2021-08-16,147.5251922607422,135.30160339495936,128.04183184718013,0.09034326688724392,0.9057349454396844
2021-08-17,146.61732482910156,135.35369453308408,128.11769614536047,0.08321627521784669,0.8370615403363727
2021-08-18,142.87844848632812,135.40580572630498,128.19356044354078,0.0551870189017416,0.5625256362539022
2021-08-19,143.21034240722656,135.45793698234328,128.2694247417211,0.05723109031177542,0.5827916640312386
2021-08-20,144.6649169921875,135.51008830892332,128.34528903990142,0.06755828143506082,0.6845856370045145
2021-08-23,146.1487579345703,135.66666278919922,128.5728819344424,0.07726360278838973,0.7793563107041974
2021-08-24,146.0608673095703,135.71889447524688,128.6487462326227,0.07620142261186524,0.7690260157825468
2021-08-25,144.83090209960938,135.7711462705017,128.72461053080303,0.06672813832666336,0.6764394832331188
2021-08-26,144.03038024902344,135.82341818270575,128.80047482898334,0.060423763266493014,0.6143672850225832
2021-08-27,145.0651397705078,135.87571021960414,128.87633912716365,0.0676311427263312,0.6853003188829757
2021-08-30,149.4776153564453,136.03270715595957,129.10393202170462,0.09883584971275572,0.9869830034355831
2021-08-31,148.21832275390625,136.08507976914476,129.17979631988493,0.08915924512330364,0.8943572404125743
2021-09-01,148.88211059570312,136.13747254579408,129.25566061806526,0.09361594432144305,0.9371191640366918
2021-09-02,149.99497985839844,136.18988549367046,129.33152491624557,0.10136651715864442,1.0110723466033555
2021-09-03,150.62957763671875,136.24231862053998,129.4073892144259,0.10560051503710777,1.0512521344455479
2021-09-07,152.9627227783203,136.4522530733708,129.71084640714716,0.12099814648037932,1.1960863647169158
2021-09-08,151.42027282714844,136.50478721179874,129.7867107053275,0.1092671247654271,1.0859233941612343
2021-09-09,150.405029296875,136.55734157587807,129.8625750035078,0.10140566271424123,1.0114445370269958
2021-09-10,145.42636108398438,136.60991617339576,129.93843930168813,0.06453737149943128,0.6549111172235993
2021-09-13,145.99253845214844,136.7677614444919,130.16603219622908,0.06744847550495647,0.6835084803778377
2021-09-14,144.59654235839844,136.82041705369127,130.24189649440942,0.05683453882219669,0.5788631035709909
2021-09-15,145.4849090576172,136.87309293530828,130.31776079258972,0.06291825469582402,0.6389717869547152
2021-09-16,145.25062561035156,136.92578909714794,130.39362509077003,0.06079816350225453,0.6180638838924676
2021-09-17,142.58555603027344,136.97850554701787,130.46948938895036,0.04093379805002284,0.4201106431351423
2021-09-20,139.53981018066406,137.13677670293436,130.6970822834913,0.01752289601304513,0.18190751808861003
2021-09-21,140.0181121826172,137.18957438306498,130.77294658167165,0.020617731429461772,0.21370963734949752
2021-09-22,142.38059997558594,137.2423923903106,130.84881087985195,0.03743892463388798,0.3848929632358892
2021-09-23,143.33724975585938,137.29523073249726,130.9246751780323,0.044007493859231195,0.4509865473613237
2021-09-24,143.4251251220703,137.34808941745368,131.0005394762126,0.044245505928707685,0.45337363401417474
2021-09-27,141.91197204589844,137.506787607277,131.22813237075354,0.0320361235636073,0.3302150306087576
2021-09-28,138.5343017578125,137.55972774166275,131.30399666893388,0.007084733534657772,0.07392850651961547
2021-09-29,139.43240356445312,137.61268825800838,131.37986096711418,0.01322345584175344,0.1375661393152481
2021-09-30,138.134033203125,137.66566916416107,131.45572526529452,0.0034021847408116646,0.03556661082948847
2021-10-01,139.2566680908203,137.71867046797067,131.53158956347482,0.011167676957840822,0.11629775791219447
2021-10-04,135.83018493652344,137.8777968438878,131.7591824580158,-0.014850918380156397,-0.15668253957782768
2021-10-05,137.75332641601562,137.93087981688674,131.8350467561961,-0.0012872635997597248,-0.013488681031128847
2021-10-06,138.6221466064453,137.98398322683843,131.9109110543764,0.004624909099469665,0.04831958163645405
2021-10-07,139.8814697265625,138.03710708161125,131.98677535255675,0.01336135394275395,0.13899124088737908
2021-10-08,139.50071716308594,138.09025138907623,132.06263965073705,0.010214086510970555,0.10641755425478622
2021-10-11,139.41287231445312,138.24980710638283,132.29023254527803,0.008412779969922957,0.0877286427188573
2021-10-12,138.143798828125,138.30303330339007,132.36609684345834,-0.0011513447786482,-0.012063625525743573
2021-10-13,137.55807495117188,138.35627999249132,132.44196114163867,-0.005769199933409408,-0.060588987904783474
2021-10-14,140.3402862548828,138.40954718157622,132.51782543981898,0.013949464560950364,0.14506686659220844
2021-10-15,141.3945770263672,138.46283487853697,132.5936897379993,0.021173495042204005,0.21941037562155233
2021-10-18,143.06393432617188,138.62282109564586,132.82128263254026,0.03203738890483088,0.33022786971559137
2021-10-19,145.22134399414062,138.67619090309634,132.89714693072057,0.047197381529017424,0.4829336487485929
2021-10-20,145.70948791503906,138.7295812579309,132.9730112289009,0.050313037737286015,0.5140435074659041
2021-10-21,145.92420959472656,138.7829921680604,133.0488755270812,0.05145599842679904,0.5254328502215972
2021-10-22,145.15304565429688,138.8364236413984,133.12473982526154,0.04549686492367244,0.46591490463415086
2021-10-25,145.10421752929688,138.9968415198479,133.3523327198025,0.04393895532206682,0.4502990551358601
2021-10-26,145.76803588867188,139.05035532521921,133.42819701798282,0.04831113554324218,0.4940651107713546
2021-10-27,145.3092041015625,139.10388973341387,133.50406131616313,0.044609208125242494,0.4570202498180209
