date,price,log_trend_5y_window,price_straight_line,dev_pct_vs_log_trend,dev_sigma_vs_log_trend,support_major,resistance_major,support_extreme_major,resistance_extreme_major,dev_pct_vs_center,dev_pct_vs_support,dev_pct_vs_resistance
2021-06-23,337.6250915527344,175.7172214426359,133.10379999856548,0.9214115086776196,1.8596690159188507,130.22571844716515,234.23684477392825,59.103233205069195,359.7831937094272,0.9214115086776196,1.5926145432610133,0.4413833651088941
2021-06-24,340.19256591796875,175.85827370849643,133.41600362309995,0.934470063557394,1.878956945340596,130.33025363449332,234.42487209095574,59.15067673334044,360.07199997596507,0.9344700635573944,1.6102348183256594,0.45117948826682364
2021-06-25,338.3983764648437,175.99943920026348,133.72820724763443,0.9227241745912172,1.861613784961128,130.43487273462694,234.6130503418466,59.19815834562589,360.36103807395307,0.9227241745912171,1.5943857602661504,0.44236808639491754
2021-06-28,352.5440979003906,176.42361594025982,134.66481812123783,0.9982817834306736,1.9713745141349217,130.74923418571916,235.17849190976753,59.340831992399636,361.2295452183308,0.9982817834306736,1.6963377651576073,0.49904906285245465
2021-06-29,348.82672119140625,176.56523524527378,134.9770217457723,0.9756251603371252,1.9389035855468224,130.85418961120348,235.36727510866632,59.388466246696744,361.5195125045792,0.9756251603371253,1.6657665469317187,0.4820527663854588
2021-06-30,344.68316650390625,176.70696823136973,135.28922537030678,0.950591818499191,1.9025905182779856,130.95922928682816,235.55620984819234,59.43613873810826,361.80971255425516,0.950591818499191,1.6319883553145984,0.46327352917608233
2021-07-01,351.3050537109375,176.84881498980198,135.60142899484126,0.9864710641753272,1.9544938804977456,131.0643532802227,235.74529624999062,59.48384949732796,362.10014555420304,0.9864710641753272,1.6804012297670918,0.49018902730684477
2021-07-02,351.6123352050781,176.9907756118985,135.91363261937573,0.986613901145255,1.9546986311492056,131.1695616590711,235.93453443580435,59.531598555074396,362.3908116914179,0.986613901145255,1.680593963704553,0.4902961791748577
2021-07-06,349.70904541015625,177.55975856604627,137.1624471175136,0.9695287278737554,1.9301027343042536,131.59124038458106,236.69300745748953,59.7229783865594,363.55581135809166,0.9695287278737554,1.6575404592898169,0.47747941169307495
2021-07-07,347.4389343261719,177.7022898789465,137.47465074204808,0.9551742105453598,1.90927239923326,131.69687170785866,236.88300639294465,59.770919398579764,363.84764599181636,0.9551742105453598,1.6381715056747197,0.46671109767087127
2021-07-08,342.6410522460937,177.84493560501832,137.78685436658253,0.9266281104966436,1.8673897916172413,131.8025878238353,237.0731578449266,59.81889889395599,364.13971488793123,0.9266281104966436,1.5996534506899125,0.4452966981197455
2021-07-09,347.3695678710937,177.9876958361042,138.099057991117,0.951649333058173,1.9041339406006197,131.9083888005763,237.2634619358644,59.866916903579664,364.4320182344848,0.951649333058173,1.633415289426809,0.46406684382356556
2021-07-12,350.0857238769531,178.4166644789719,139.03566886472044,0.9621806342995164,1.919458699323136,132.22630157685467,237.83529126817083,60.01120232722182,365.310336859518,0.9621806342995165,1.6476254701374278,0.471967099627004
2021-07-13,349.0249938964844,178.5598836500095,139.3478724892549,0.9546663380482427,1.908532609726148,132.33244267839643,238.02620714118297,60.05937470324607,365.60357989132376,0.9546663380482427,1.6374862190423656,0.46633010746360193
2021-07-14,344.60382080078125,178.70321778637833,139.6600761137894,0.9283582303074158,1.8699458212277007,132.43866898184802,238.21727626676886,60.10758574834741,365.8970583160733,0.9283582303074158,1.6019879499696006,0.4465945803816296
2021-07-15,341.46142578125,178.84666698036398,139.97227973832383,0.9092412039120634,1.8415746799239996,132.54498055560316,238.4084987679483,60.1558354935665,366.19077232272264,0.9092412039120634,1.576192809036669,0.43225357965785816
2021-07-16,338.1901550292969,178.99023132432572,140.2844833628583,0.8894335882303261,1.811877409185454,132.6513774681102,238.5998747678392,60.20412396996876,366.4847221003784,0.8894335882303261,1.5494658365730034,0.41739452025429746
2021-07-19,334.0168762207031,179.42161618077375,141.22109423646174,0.8616311865353452,1.7696642146666683,132.97108092345144,239.17492499244472,60.34922209730346,367.3679879527321,0.8616311865353452,1.511951274675953,0.39653802015932227
2021-07-20,338.6858215332031,179.56564204971755,141.5332978609962,0.8861393397264099,1.8069082132632508,133.07781987655005,239.36691622034056,60.397665809592226,367.66288270852186,0.8861393397264099,1.5450208144932476,0.41492327712254995
2021-07-21,343.21600341796875,179.70978353154757,141.84550148553066,0.9098348274272898,1.8424599286517611,133.1846445114677,239.55906156402233,60.44614840876595,367.95801418313226,0.9098348274272898,1.5769938019274932,0.4326988976213033
2021-07-22,348.13287353515625,179.85404071906925,142.15770511006514,0.935641101769503,1.880680242436281,133.2915548969834,239.75136114720274,60.49466992604014,368.2533825665837,0.935641101769503,1.611814933093222,0.45205796484053873
2021-07-23,366.5709533691406,179.99841370516205,142.4699087345996,1.0365232438636096,2.025355080520657,133.398551101931,239.94381509369316,60.54323039265519,368.548988049048,1.0365232438636096,1.7479380423632982,0.5277366212836208
2021-07-26,369.2177429199219,180.4322283847821,143.40651960820304,1.0462959761963575,2.038987382527763,133.72005532253402,240.52210435263177,60.68914580132637,369.4372289945303,1.0462959761963577,1.761124664728602,0.5350678222015228
2021-07-27,364.6081848144531,180.5770654954476,143.7187232327375,1.01912786551316,2.0009270490429816,133.82739549465475,240.71517699246712,60.737862378211275,369.73378477782273,1.0191278655131595,1.7244659695182971,0.5146871475655359
2021-07-28,370.0305786132813,180.722018870202,144.03092685727196,1.047512422263522,2.040679684555348,133.93482183120705,240.90840461616298,60.786618061015915,370.0305786132813,1.0475124222635226,1.7627660495910225,0.5359803623408135
2021-07-29,355.2007751464844,180.86708860237317,144.34313048180644,0.9638773305373138,1.921919973145093,134.04233440135712,241.10178734812854,60.83541288113154,370.32761069199626,0.9638773305373134,1.6499148700508464,0.47323990856031073
