"Ticker","Date","Open","High","Low","Close","AdjClose","Volume"
"SPY","1993-08-13","45.09375","45.15625","45.09375","45.125","25.0582714080811","103500"
"SPY","1993-08-16","45.15625","45.5","45.15625","45.375","25.1971168518066","241800"
"SPY","1993-08-17","45.34375","45.53125","45.34375","45.53125","25.2838802337646","369300"
"SPY","1993-08-18","45.6875","45.875","45.65625","45.78125","25.4226856231689","414300"
"SPY","1993-08-19","45.8125","45.8125","45.71875","45.78125","25.4226856231689","28500"
"SPY","1993-08-20","45.6875","45.8125","45.65625","45.8125","25.4400501251221","80700"
"SPY","1993-08-23","45.625","45.75","45.625","45.71875","25.3879928588867","15600"
"SPY","1993-08-24","45.71875","46.21875","45.71875","46.21875","25.6656398773193","273400"
"SPY","1993-08-25","46.21875","46.4375","46.15625","46.25","25.6829967498779","242300"
"SPY","1993-08-26","46.28125","46.53125","46.09375","46.28125","25.7003612518311","120000"
"SPY","1993-08-27","46.15625","46.25","46.15625","46.25","25.6829967498779","25700"
"SPY","1993-08-30","46.28125","46.5","46.28125","46.4375","25.7871131896973","183500"
"SPY","1993-08-31","46.40625","46.5625","46.34375","46.5625","25.8565254211426","66500"
"SPY","1993-09-01","46.40625","46.59375","46.40625","46.5","25.8218288421631","136500"
"SPY","1993-09-02","46.53125","46.59375","46.3125","46.34375","25.7350559234619","472400"
"SPY","1993-09-03","46.3125","46.4375","46.25","46.375","25.752405166626","630500"
"SPY","1993-09-07","46.375","46.4375","46","46.0625","25.5788803100586","196400"
"SPY","1993-09-08","46.0625","46.0625","45.59375","45.90625","25.492115020752","269900"
"SPY","1993-09-09","45.71875","46.03125","45.71875","46","25.5441722869873","239200"
"SPY","1993-09-10","46.125","46.4375","46.0625","46.40625","25.7697601318359","106500"
"SPY","1993-09-13","46.5625","46.5625","46.4375","46.4375","25.7871131896973","66900"
"SPY","1993-09-14","46.3125","46.3125","46.09375","46.25","25.6829967498779","184500"
"SPY","1993-09-15","46.0625","46.40625","45.90625","46.375","25.752405166626","101000"
"SPY","1993-09-16","46.3125","46.34375","46.15625","46.1875","25.6482944488525","54300"
"SPY","1993-09-17","45.875","45.90625","45.75","45.8125","25.5985546112061","200900"
"SPY","1993-09-20","45.875","45.96875","45.4375","45.4375","25.3890323638916","57800"
"SPY","1993-09-21","45.5","45.5625","44.8125","45.28125","25.3017101287842","318200"
"SPY","1993-09-22","45.4375","45.71875","45.375","45.65625","25.51123046875","439700"
"SPY","1993-09-23","45.78125","45.9375","45.71875","45.90625","25.6509323120117","88500"
"SPY","1993-09-24","45.84375","45.875","45.71875","45.78125","25.5810947418213","53500"
"SPY","1993-09-27","46.125","46.28125","46.125","46.28125","25.8604927062988","274600"
"SPY","1993-09-28","46.3125","46.3125","46.15625","46.1875","25.8080883026123","158300"
"SPY","1993-09-29","46.1875","46.3125","45.96875","46.03125","25.7207851409912","221000"
"SPY","1993-09-30","46.03125","46.125","45.84375","45.9375","25.668399810791","99300"
"SPY","1993-10-01","45.875","46.21875","45.8125","46.15625","25.7906265258789","22700"
"SPY","1993-10-04","46.21875","46.21875","46.09375","46.21875","25.8255729675293","1038500"
"SPY","1993-10-05","46.3125","46.3125","46","46.15625","25.7906265258789","436500"
"SPY","1993-10-06","46.1875","46.375","46.125","46.125","25.7731876373291","209200"
"SPY","1993-10-07","46.1875","46.1875","45.96875","46","25.7033214569092","59400"
"SPY","1993-10-08","46.125","46.15625","45.71875","46.0625","25.7382583618164","54400"
"SPY","1993-10-11","46.15625","46.25","46.15625","46.15625","25.7906265258789","467100"
"SPY","1993-10-12","46.21875","46.25","46.1875","46.21875","25.8255729675293","26200"
"SPY","1993-10-13","46.25","46.25","46.15625","46.21875","25.8255729675293","139100"
"SPY","1993-10-14","46.40625","46.8125","46.28125","46.8125","26.1573352813721","108100"
"SPY","1993-10-15","47.03125","47.15625","46.90625","47.0625","26.297025680542","1502500"
"SPY","1993-10-18","47.03125","47.03125","46.875","46.9375","26.2271747589111","722400"
"SPY","1993-10-19","46.875","46.96875","46.59375","46.59375","26.035099029541","880100"
"SPY","1993-10-20","46.75","46.75","46.5625","46.65625","26.0700187683105","230400"
"SPY","1993-10-21","46.6875","46.6875","46.53125","46.59375","26.035099029541","56200"
"SPY","1993-10-22","46.65625","46.84375","46.375","46.375","25.9128742218018","390700"
"SPY","1993-10-25","46.40625","46.5625","46.28125","46.5","25.9827194213867","114500"
"SPY","1993-10-26","46.46875","46.5","46.3125","46.46875","25.9652614593506","186200"
"SPY","1993-10-27","46.40625","46.53125","46.40625","46.5","25.9827194213867","118400"
"SPY","1993-10-28","46.5625","46.96875","46.5625","46.84375","26.1747875213623","129600"
"SPY","1993-10-29","46.8125","46.875","46.78125","46.84375","26.1747875213623","80700"
"SPY","1993-11-01","46.78125","47","46.78125","46.96875","26.2446384429932","36400"
"SPY","1993-11-02","46.90625","47","46.65625","46.9375","26.2271747589111","262100"
"SPY","1993-11-03","46.90625","46.90625","46.125","46.34375","25.8954086303711","479100"
"SPY","1993-11-04","46.34375","46.34375","45.8125","45.84375","25.6160163879395","130400"
"SPY","1993-11-05","45.71875","46.0625","45.53125","46.0625","25.7382583618164","363200"
"SPY","1993-11-08","46.09375","46.25","45.96875","46.125","25.7731876373291","367600"
"SPY","1993-11-09","46.4375","46.46875","46.125","46.15625","25.7906265258789","246900"
"SPY","1993-11-10","46.15625","46.5","46.03125","46.5","25.9827194213867","46500"
"SPY","1993-11-11","46.5","46.625","46.34375","46.375","25.9128742218018","88900"
"SPY","1993-11-12","46.46875","46.75","46.4375","46.59375","26.035099029541","108200"
"SPY","1993-11-15","46.6875","46.6875","46.4375","46.5625","26.0176162719727","243300"
"SPY","1993-11-16","46.65625","46.8125","46.46875","46.78125","26.1398639678955","492600"
"SPY","1993-11-17","46.8125","46.8125","46.40625","46.53125","26.0001697540283","39600"
"SPY","1993-11-18","46.46875","46.5625","46.28125","46.40625","25.9303131103516","240800"
"SPY","1993-11-19","46.25","46.375","46.21875","46.3125","25.877950668335","106000"
"SPY","1993-11-22","46.1875","46.21875","45.875","46.03125","25.7207851409912","165300"
"SPY","1993-11-23","46.28125","46.3125","46.03125","46.28125","25.8604927062988","89700"
"SPY","1993-11-24","46.40625","46.5","46.34375","46.46875","25.9652614593506","77200"
"SPY","1993-11-26","46.59375","46.59375","46.46875","46.5","25.9827194213867","1019800"
"SPY","1993-11-29","46.625","46.71875","46.3125","46.3125","25.877950668335","517500"
"SPY","1993-11-30","46.28125","46.5625","46.25","46.34375","25.8954086303711","230000"
"SPY","1993-12-01","46.59375","46.625","46.40625","46.40625","25.9303131103516","379200"
"SPY","1993-12-02","46.5","46.5625","46.40625","46.53125","26.0001697540283","352000"
"SPY","1993-12-03","46.5","46.71875","46.5","46.71875","26.1049404144287","306000"
"SPY","1993-12-06","46.78125","46.9375","46.78125","46.875","26.1922588348389","99500"
"SPY","1993-12-07","46.875","46.90625","46.78125","46.84375","26.1747875213623","88800"
"SPY","1993-12-08","46.84375","46.84375","46.78125","46.84375","26.1747875213623","146700"
"SPY","1993-12-09","46.84375","46.90625","46.625","46.6875","26.0874786376953","416500"
"SPY","1993-12-10","46.71875","46.71875","46.5","46.59375","26.035099029541","412900"
"SPY","1993-12-13","46.59375","46.875","46.53125","46.875","26.1922588348389","273200"
"SPY","1993-12-14","46.90625","46.90625","46.53125","46.53125","26.0001697540283","41900"
"SPY","1993-12-15","46.59375","46.625","46.46875","46.46875","25.9652614593506","82600"
"SPY","1993-12-16","46.65625","46.65625","46.5625","46.625","26.0525665283203","78200"
"SPY","1993-12-17","46.40625","46.59375","46.375","46.5625","26.1957206726074","104700"
"SPY","1993-12-20","46.53125","46.65625","46.5","46.625","26.2309093475342","68800"
"SPY","1993-12-21","46.5625","46.5625","46.40625","46.46875","26.1430053710938","205700"
"SPY","1993-12-22","46.59375","46.8125","46.5","46.78125","26.3188056945801","410300"
"SPY","1993-12-23","46.75","46.84375","46.6875","46.75","26.3012351989746","533800"
"SPY","1993-12-27","46.75","47","46.75","47","26.4418601989746","447100"
"SPY","1993-12-28","46.96875","47.125","46.9375","47.09375","26.4946174621582","880600"
"SPY","1993-12-29","47.125","47.15625","47","47.03125","26.459451675415","266700"
"SPY","1993-12-30","47","47","46.75","46.84375","26.353967666626","219900"
"SPY","1993-12-31","46.9375","47","46.5625","46.59375","26.213321685791","312900"
"SPY","1994-01-03","46.59375","46.65625","46.40625","46.46875","26.1430053710938","960900"
"SPY","1994-01-04","46.53125","46.65625","46.46875","46.65625","26.2484817504883","164300"
"SPY","1994-01-05","46.71875","46.78125","46.53125","46.75","26.3012351989746","710900"
"SPY","1994-01-06","46.8125","46.84375","46.6875","46.75","26.3012351989746","201000"
"SPY","1994-01-07","46.84375","47.0625","46.71875","47.03125","26.459451675415","775500"
"SPY","1994-01-10","47.09375","47.59375","46.96875","47.59375","26.775936126709","593700"
"SPY","1994-01-11","47.5625","47.5625","47.34375","47.5","26.7231693267822","295200"
"SPY","1994-01-12","47.53125","47.53125","47.1875","47.34375","26.6352462768555","158400"
"SPY","1994-01-13","47.21875","47.3125","47.15625","47.21875","26.5649509429932","244300"
"SPY","1994-01-14","47.375","47.5","47.375","47.40625","26.6704483032227","137200"
"SPY","1994-01-17","47.40625","47.46875","47.3125","47.40625","26.6704483032227","17700"
"SPY","1994-01-18","47.46875","47.53125","47.375","47.46875","26.7055816650391","166400"
"SPY","1994-01-19","47.40625","47.46875","47.25","47.34375","26.6352462768555","200800"
"SPY","1994-01-20","47.40625","47.5","47.375","47.46875","26.7055816650391","281100"
"SPY","1994-01-21","47.53125","47.53125","47.34375","47.375","26.6528396606445","85600"
"SPY","1994-01-24","47.34375","47.5625","47.1875","47.1875","26.5473613739014","373800"
"SPY","1994-01-25","47.21875","47.25","47.09375","47.1875","26.5473613739014","310400"
"SPY","1994-01-26","47.1875","47.34375","47.125","47.3125","26.6176853179932","145100"
"SPY","1994-01-27","47.40625","47.8125","47.34375","47.75","26.8638210296631","344500"
"SPY","1994-01-28","47.9375","48.03125","47.875","47.875","26.9341411590576","356500"
"SPY","1994-01-31","48.0625","48.3125","48","48.21875","27.1275424957275","313800"
"SPY","1994-02-01","48.15625","48.15625","47.90625","47.96875","26.9868907928467","303600"
"SPY","1994-02-02","48.125","48.28125","48.09375","48.28125","27.162691116333","307600"
"SPY","1994-02-03","48.1875","48.1875","47.90625","48.0625","27.0396347045898","466100"
"SPY","1994-02-04","48.0625","48.125","46.96875","46.96875","26.424295425415","1403200"
"SPY","1994-02-07","46.84375","47.3125","46.84375","47.1875","26.5473613739014","516400"
"SPY","1994-02-08","47.28125","47.28125","47.03125","47.21875","26.5649509429932","188200"
"SPY","1994-02-09","47.25","47.4375","47.1875","47.40625","26.6704483032227","144600"
"SPY","1994-02-10","47.375","47.40625","47","47","26.4418601989746","883900"
"SPY","1994-02-11","47.03125","47.28125","46.8125","47.15625","26.5297660827637","519400"
"SPY","1994-02-14","47.0625","47.375","47","47.21875","26.5649509429932","2742100"
"SPY","1994-02-15","47.3125","47.5","47.25","47.46875","26.7055816650391","374700"
"SPY","1994-02-16","47.53125","47.53125","47.34375","47.4375","26.6880149841309","287600"
"SPY","1994-02-17","47.65625","47.6875","47.03125","47.15625","26.5297660827637","342400"
"SPY","1994-02-18","47.1875","47.21875","46.75","46.875","26.3715572357178","313300"
"SPY","1994-02-22","47","47.34375","47","47.34375","26.6352462768555","154500"
"SPY","1994-02-23","47.40625","47.4375","47.0625","47.21875","26.5649509429932","391700"
"SPY","1994-02-24","47.0625","47.0625","46.5625","46.59375","26.213321685791","770800"
"SPY","1994-02-25","46.65625","46.8125","46.5625","46.8125","26.3363952636719","531300"
"SPY","1994-02-28","46.9375","47.0625","46.8125","46.8125","26.3363952636719","333000"
"SPY","1994-03-01","46.8125","46.90625","46.375","46.625","26.2309093475342","423600"
"SPY","1994-03-02","46.03125","46.6875","45.90625","46.6875","26.2660617828369","581500"
"SPY","1994-03-03","46.625","46.625","46.4375","46.5625","26.1957206726074","223200"
"SPY","1994-03-04","46.5625","46.8125","46.40625","46.6875","26.2660617828369","595800"
"SPY","1994-03-07","46.84375","47","46.84375","46.9375","26.4067134857178","539800"
"SPY","1994-03-08","46.96875","46.96875","46.6875","46.75","26.3012351989746","880300"
"SPY","1994-03-09","46.8125","47","46.59375","46.96875","26.424295425415","2500100"
"SPY","1994-03-10","46.9375","46.9375","46.4375","46.59375","26.213321685791","207400"
"SPY","1994-03-11","46.65625","46.90625","46.40625","46.84375","26.353967666626","576600"
"SPY","1994-03-14","47.03125","47.03125","46.84375","46.90625","26.3891372680664","345900"
"SPY","1994-03-15","47","47.09375","46.84375","46.875","26.3715572357178","748600"
"SPY","1994-03-16","46.9375","47.25","46.78125","47.25","26.5825099945068","455500"
"SPY","1994-03-17","47.09375","47.3125","47.09375","47.25","26.5825099945068","133000"
"SPY","1994-03-18","46.75","47.03125","46.71875","46.96875","26.5767230987549","365500"
"SPY","1994-03-21","46.8125","46.9375","46.71875","46.84375","26.5059833526611","324800"
"SPY","1994-03-22","46.84375","47.0625","46.75","46.96875","26.5767230987549","435700"
"SPY","1994-03-23","46.9375","47.0625","46.90625","46.9375","26.559024810791","698500"
"SPY","1994-03-24","46.75","46.84375","46.15625","46.375","26.2407493591309","1200500"
"SPY","1994-03-25","46.40625","46.53125","45.9375","45.9375","25.9932117462158","100900"
"SPY","1994-03-28","46","46.0625","45.59375","46","26.0285530090332","1117200"
"SPY","1994-03-29","46","46.03125","45.09375","45.09375","25.5157661437988","338400"
"SPY","1994-03-30","45.125","45.25","44.46875","44.46875","25.1621246337891","1123900"
"SPY","1994-03-31","44.46875","44.6875","43.53125","44.59375","25.2328701019287","788800"
"SPY","1994-04-04","43.34375","44.03125","43.34375","43.90625","24.8438396453857","2627300"
"SPY","1994-04-05","44.34375","44.8125","44.34375","44.8125","25.3566303253174","1179000"
"SPY","1994-04-06","44.875","44.90625","44.5","44.8125","25.3566303253174","516500"
"SPY","1994-04-07","44.78125","45.125","44.53125","45.03125","25.4804134368896","666100"
"SPY","1994-04-08","44.9375","44.9375","44.46875","44.6875","25.2859210968018","242400"
"SPY","1994-04-11","44.8125","45.0625","44.703125","44.875","25.391996383667","203300"
"SPY","1994-04-12","44.921875","45","44.71875","44.8125","25.3566303253174","1409200"
"SPY","1994-04-13","44.796875","44.90625","44.25","44.578125","25.2240295410156","364100"
"SPY","1994-04-14","44.5","44.828125","44.40625","44.59375","25.2328701019287","419900"
"SPY","1994-04-15","44.578125","44.78125","44.515625","44.59375","25.2328701019287","387300"
"SPY","1994-04-18","44.640625","44.765625","44.15625","44.296875","25.0648670196533","369100"
"SPY","1994-04-19","44.25","44.53125","43.984375","44.359375","25.1002368927002","472200"
"SPY","1994-04-20","44.40625","44.515625","44.078125","44.3125","25.0737075805664","508000"
"SPY","1994-04-21","44.5","44.96875","44.34375","44.90625","25.409688949585","200300"
"SPY","1994-04-22","45.015625","45.046875","44.734375","44.859375","25.3831653594971","301800"
"SPY","1994-04-25","44.84375","45.359375","44.84375","45.328125","25.6483860015869","394600"
"SPY","1994-04-26","45.265625","45.34375","45.1875","45.28125","25.6218566894531","399000"
"SPY","1994-04-28","45.1875","45.25","44.8125","44.953125","25.436206817627","287000"
"SPY","1994-04-29","44.875","45.15625","44.8125","45.09375","25.5157661437988","481900"
"SPY","1994-05-02","45.09375","45.71875","44.9375","45.375","25.6749172210693","275000"
"SPY","1994-05-03","45.390625","45.40625","45.0625","45.328125","25.6483860015869","183400"
"SPY","1994-05-04","45.421875","45.421875","45.078125","45.25","25.6042003631592","401900"
"SPY","1994-05-05","45.296875","45.375","45.1875","45.1875","25.568826675415","659800"
"SPY","1994-05-06","44.96875","44.96875","44.59375","44.75","25.3212604522705","216300"
"SPY","1994-05-09","44.625","44.75","44.28125","44.359375","25.1002368927002","499300"
"SPY","1994-05-10","44.578125","44.84375","44.546875","44.703125","25.2947540283203","583400"
"SPY","1994-05-11","44.65625","44.71875","44.171875","44.296875","25.0648670196533","210600"
"SPY","1994-05-12","44.578125","44.625","44.40625","44.515625","25.1886653900146","305200"
"SPY","1994-05-13","44.640625","44.640625","44.296875","44.515625","25.1886653900146","321300"
