date,price,trend,minus1sd,plus1sd,minus2sd,plus2sd,dev_sigma,trend_full,dev_pct_full,dev_sigma_full,trend_10y,dev_pct_10y,dev_sigma_10y,trend_5y,dev_pct_5y,dev_sigma_5y
2010-01-04,15.536590576171877,10.91695764831143,9.377632896433509,12.708960311333131,8.055357689683255,14.79511759579129,2.32173633220186,10.91695764831143,0.4231612026611631,2.32173633220186,,,,,,
2010-01-05,15.46817398071289,10.922648168512723,9.382521035707889,12.715584922119293,8.059556586220046,14.802829626768379,2.289270883109982,10.922648168512723,0.4161560220628353,2.289270883109982,,,,,,
2010-01-06,15.078241348266602,10.928341654926873,9.387411722949953,12.722212986017825,8.063757671453205,14.810545677681194,2.1178581947079995,10.928341654926873,0.3797373676973954,2.1178581947079995,,,,,,
2010-01-07,14.727227210998535,10.934038109100038,9.392304959487841,12.728844504828679,8.067960946523604,14.818265750625148,1.9594537652050508,10.934038109100038,0.34691566501323523,1.9594537652050508,,,,,,
2010-01-08,14.923558235168455,10.939737532579176,9.397200746650388,12.735479480352748,8.072166412572702,14.825989847696743,2.0431564215066746,10.939737532579176,0.3641605377391577,2.0431564215066746,,,,,,
2010-01-11,14.9010009765625,10.95685363433412,9.411903425184704,12.755405165227229,8.084795968015781,14.849186304658824,2.022918099581151,10.95685363433412,0.3599707976265285,2.022918099581151,,,,,,
2010-01-12,14.637491226196287,10.962564950522879,9.416809428148076,12.762053985631843,8.089010209406233,14.856926519227898,1.902098402243316,10.962564950522879,0.33522504014885013,1.902098402243316,,,,,,
2010-01-13,14.553457260131836,10.96827924376451,9.421717988390672,12.768706271768215,8.093226647491637,14.864670768423538,1.8607886252409638,10.96827924376451,0.32686786474783713,1.8607886252409638,,,,,,
2010-01-14,14.62187385559082,10.973996515610821,9.426629107245484,12.775362025442877,8.097445283417033,14.872419054348818,1.8882175415665863,10.973996515610821,0.33241101678780294,1.8882175415665863,,,,,,
2010-01-15,14.37770175933838,10.979716767614429,9.43154278604621,12.782021248463305,8.10166611832806,14.880171379107908,1.7739914478518493,10.979716767614429,0.309478383062356,1.7739914478518493,,,,,,
2010-01-19,14.566594123840332,11.00262760828235,9.451223127406303,12.808692870185032,8.118571470762031,14.911221108603996,1.8461530502109396,11.00262760828235,0.32391958016239397,1.8461530502109396,,,,,,
2010-01-20,14.38786506652832,11.008362784389947,9.456149625966251,12.815369467079334,8.122803317806628,14.918993659132996,1.7614974211438028,11.008362784389947,0.3069940869799974,1.7614974211438028,,,,,,
2010-01-21,14.45157241821289,11.01410094998752,9.461078692488858,12.822049544184033,8.127037370723217,14.926770261143849,1.7871370078842552,11.01410094998752,0.3120973272202725,1.7871370078842552,,,,,,
2010-01-22,13.63427448272705,11.019842106633364,9.466010328312686,12.828733103313205,8.13127363066162,14.93455091674841,1.4006802740355568,11.019842106633364,0.2372477165094713,1.4006802740355568,,,,,,
2010-01-25,13.38613510131836,11.037083538455548,9.480820664987604,12.848804691002526,8.14399566411491,14.95791722625942,1.2695486751036404,11.037083538455548,0.2128326341535982,1.2695486751036404,,,,,,
2010-01-26,13.446124076843262,11.042836674893577,9.485762591415916,12.855502196389287,8.148240763650772,14.965714117379397,1.2955391766127615,11.042836674893577,0.21763315647089798,1.2955391766127615,,,,,,
2010-01-27,13.438191413879396,11.048592810183502,9.49070709384874,12.862203192885104,8.152488075966556,14.973515072668887,1.288227821650105,11.048592810183502,0.21628081012211786,1.288227821650105,,,,,,
2010-01-28,13.244589805603027,11.054351945888488,9.495654173628834,12.868907682309734,8.15673760221568,14.981320094246355,1.1893217746093232,11.054351945888488,0.1981335378533129,1.1893217746093232,,,,,,
2010-01-29,13.136754989624023,11.060114083572516,9.500603832099651,12.875615666483885,8.16098934355217,14.989129184231377,1.1321058486379831,11.060114083572516,0.18775944717748638,1.1321058486379831,,,,,,
2010-02-01,13.213106155395508,11.077418524150907,9.515468293101513,12.895760605724774,8.17375786963511,15.012580885844075,1.1599487658141752,11.077418524150907,0.19279650999810016,1.1599487658141752,,,,,,
2010-02-02,13.166007995605469,11.083192685407235,9.520428279783795,12.902482587123068,8.178018482873345,15.020406270677153,1.1330259958127373,11.083192685407235,0.18792557066526383,1.1330259958127373,,,,,,
2010-02-03,13.40646266937256,11.088969856474751,9.52539085188459,12.909208072388664,8.182281316978095,15.028235734532235,1.2486744543092656,11.088969856474751,0.20899081185116986,1.2486744543092656,,,,,,
2010-02-04,13.058422088623049,11.094750038922337,9.53035601075156,12.91593706334797,8.186546373107,15.036069279535532,1.072184483494621,11.094750038922337,0.17699110325260192,1.072184483494621,,,,,,
2010-02-05,13.170221328735352,11.100533234319691,9.535323757733076,12.922669561828354,8.190813652418303,15.043906907814373,1.124845236805851,11.100533234319691,0.18644943001627823,1.124845236805851,,,,,,
2010-02-08,13.224260330200195,11.117900913919582,9.550242540859056,12.942888120683817,8.203628841038054,15.067444313593919,1.141500070562404,11.117900913919582,0.18945657391526627,1.141500070562404,,,,,,
2010-02-09,13.29788589477539,11.123696176829338,9.555220653796447,12.949634667541146,8.207905024673433,15.075298296270276,1.1746002943998108,11.123696176829338,0.1954556905711693,1.1746002943998108,,,,,,
2010-02-10,13.248555183410645,11.129494460549628,9.560201361600754,12.95638473107065,8.212183437291477,15.08315637287541,1.146718958655242,11.129494460549628,0.19040044724155125,1.146718958655242,,,,,,
2010-02-11,13.296893119812012,11.135295766655064,9.565184665624566,12.96313831310541,8.216464080054058,15.091018545543303,1.167251795261279,11.135295766655064,0.19412123381849522,1.167251795261279,,,,,,
2010-02-12,13.215584754943848,11.141100096721079,9.570170567221174,12.969895415479467,8.220746954123646,15.098884816409049,1.1234677772928674,11.141100096721079,0.1862010609556688,1.1234677772928674,,,,,,
2010-02-16,13.418362617492676,11.164347688128375,9.590140176426138,12.9969590650829,8.237900786742784,15.130390924591401,1.2099395439709184,11.164347688128375,0.20189401049925304,1.2099395439709184,,,,,,
2010-02-17,13.341763496398926,11.170167161657558,9.595139086210827,13.003733796697496,8.242194834805751,15.13827771851179,1.1688446900363516,11.170167161657558,0.19441037034750352,1.1688446900363516,,,,,,
2010-02-18,13.46595573425293,11.175989668617182,9.600140601702895,13.010512059675715,8.246491121163306,15.146168623463986,1.2263771486310624,11.175989668617182,0.2049005174070715,1.2263771486310624,,,,,,
2010-02-19,13.404974937438965,11.181815210588443,9.605144724260583,13.0172938558583,8.250789646982174,15.154063641590884,1.19308599963045,11.181815210588443,0.19881921539405667,1.19308599963045,,,,,,
2010-02-22,13.455544471740724,11.199310062396307,9.620172747920366,13.037660462054045,8.263698672883008,15.177773396465524,1.2075737300405487,11.199310062396307,0.2014619112047027,1.2075737300405487,,,,,,
2010-02-23,13.26392650604248,11.205147760242507,9.625187312337076,13.044456409480699,8.26800616822652,15.18568488874255,1.1097757441431266,11.205147760242507,0.18373508229001856,1.1097757441431266,,,,,,
2010-02-24,13.174683570861816,11.210988501018669,9.630204490621225,13.051255899329824,8.27231590887409,15.193600504925527,1.0619298178415757,11.210988501018669,0.17515806654022703,1.0619298178415757,,,,,,
2010-02-25,13.049747467041016,11.216832286310936,9.635224284135303,13.05805893344793,8.276627895996088,15.201520247164064,0.995810883874282,11.216832286310936,0.1634075587424959,0.995810883874282,,,,,,
2010-02-26,13.058918952941896,11.222679117706283,9.640246694242517,13.06486551368249,8.280942130763506,15.209444117608895,0.9970046685300713,11.222679117706283,0.16361867037065458,0.9970046685300713,,,,,,
2010-03-01,13.204927444458008,11.240237904392863,9.655329637765615,13.085306549573971,8.293898332657276,15.233240519705182,1.059872956933396,11.240237904392863,0.1747907434679219,1.059872956933396,,,,,,
2010-03-02,13.412409782409668,11.24609693608675,9.660362527891587,13.092127332768268,8.298221569728435,15.241180924504862,1.1590190566013685,11.24609693608675,0.19262797205416216,1.1590190566013685,,,,,,
2010-03-03,13.518013954162598,11.251959021830979,9.665398041437367,13.098951671330811,8.302547060309106,15.249125468281292,1.2071910700304789,11.251959021830979,0.20139203563886365,1.2071910700304789,,,,,,
2010-03-04,13.747808456420898,11.257824163217485,9.670436179770427,13.105779567114851,8.306874805573939,15.257074153191938,1.314666227528709,11.257824163217485,0.221178111960471,1.314666227528709,,,,,,
2010-03-05,13.98628044128418,11.26369236183904,9.675476944258948,13.112611021974612,8.311204806698203,15.265026981395389,1.4243862094028015,11.26369236183904,0.2417136398956674,1.4243862094028015,,,,,,
2010-03-08,13.94339370727539,11.28131531705414,9.690615008349823,13.133126759564908,8.324208356989422,15.288910347365313,1.3938946419870448,11.28131531705414,0.23597234146952206,1.3938946419870448,,,,,,
2010-03-09,13.88662815093994,11.287195760560193,9.695666291156302,13.139972469289082,8.328547393316319,15.296879770348363,1.3636257171486466,11.287195760560193,0.23029922095111544,1.3636257171486466,,,,,,
2010-03-10,14.289701461791992,11.2930792692776,9.700720206969866,13.146821747374583,8.332888691388169,15.304853347434044,1.5484511402991055,11.2930792692776,0.26535031952415244,1.5484511402991055,,,,,,
2010-03-11,14.405960083007812,11.298965844804123,9.705776757162985,13.153674595681437,8.337232252383918,15.312831080787701,1.598334674079185,11.298965844804123,0.27498040801959367,1.598334674079185,,,,,,
2010-03-12,14.36629867553711,11.304855488738347,9.710835943108844,13.16053101607064,8.341578077483131,15.32081297257581,1.5767671889881432,11.304855488738347,0.2708078126118909,1.5767671889881432,,,,,,
2010-03-15,13.96074676513672,11.322542846985648,9.726029329205433,13.181121728356866,8.35462914920636,15.344783620228565,1.3780773274210731,11.322542846985648,0.2330045426901104,1.3780773274210731,,,,,,
2010-03-16,14.010822296142578,11.32844478055326,9.731099071908407,13.187992455704839,8.358984042527323,15.352782167441843,1.3982059191069176,11.32844478055326,0.23678250347249485,1.3982059191069176,,,,,,
2010-03-17,14.019744873046877,11.334349790534036,9.736171457240784,13.194866764454702,8.36334120585878,15.360784883938905,1.3989659207630687,11.334349790534036,0.23692537570664784,1.3989659207630687,,,,,,
2010-03-18,14.040569305419922,11.340257878531567,9.741246486580048,13.201744656473283,8.367700640383985,15.368791771893013,1.405302807942419,11.340257878531567,0.2381172858511762,1.405302807942419,,,,,,
2010-03-19,13.881916999816896,11.346169046150289,9.7463241613044,13.208626133628375,8.372062347286809,15.376802833478559,1.3271067972630997,11.346169046150289,0.2234893507537663,1.3271067972630997,,,,,,
2010-03-22,13.819945335388184,11.363921042790464,9.761573071580793,13.229292094605315,8.385161114108973,15.400861081784772,1.2873834279703937,11.363921042790464,0.21612472344269573,1.2873834279703937,,,,,,
2010-03-23,13.609237670898438,11.369844544954997,9.766661341641896,13.23618793100391,8.389531922373335,15.408888859662682,1.1828687598150036,11.369844544954997,0.1969589924549231,1.1828687598150036,,,,,,
2010-03-24,13.815730094909668,11.375771134775436,9.771752263989882,13.24308736189262,8.393905008943936,15.41692082206101,1.2785190489733924,11.375771134775436,0.2144873460644212,1.2785190489733924,,,,,,
2010-03-25,13.953310012817385,11.381700813861231,9.776845840007267,13.249990389145088,8.398280375008355,15.424956971160961,1.3402851890497387,11.381700813861231,0.22594243523114876,1.3402851890497387,,,,,,
2010-03-26,13.948600769042969,11.387633583822684,9.781942071077294,13.256897014635937,8.40265802175479,15.432997309144872,1.3346356287207055,11.387633583822684,0.22489019921210018,1.3346356287207055,,,,,,
